,path,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,lentes_claros,lentes_oscuros,iluminacion_indadecuada,cara_cubierta,postura_inadecuada,sombrero,id
32,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3388.jpg,630.5,135.5,834.0,144.5,764,294,659,373,802,371,0,0,0,0,0,0,49448
33,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3387.jpg,618.0,144.5,816.5,154.0,744,297,640,366,786,367,0,0,0,0,0,0,49447
34,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3384.jpg,604.5,150.5,784.0,160.0,717,278,621,354,758,359,0,0,0,0,0,0,49444
35,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3383.jpg,492.0,178.5,687.0,168.5,605,311,528,403,667,395,0,0,1,0,0,0,49443
36,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3381.jpg,553.0,199.5,727.5,179.5,680,312,595,401,743,377,0,0,1,0,0,0,49441
37,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3380.jpg,518.5,269.5,692.0,254.0,631,393,549,463,694,441,0,0,1,0,0,0,49440
38,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3371.jpg,419.5,216.0,590.0,194.5,515,341,442,409,606,387,0,0,1,0,0,0,49431
39,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3370.jpg,511.0,200.0,678.5,194.0,630,318,536,400,681,386,0,0,1,0,0,0,49430
40,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3365.jpg,576.5,203.5,743.0,202.0,706,310,608,398,746,388,0,0,1,0,0,0,49425
41,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3364.jpg,530.0,259.0,716.5,238.0,657,391,582,474,719,448,0,0,0,0,0,0,49424
42,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3354.jpg,560.5,199.0,739.5,189.0,675,321,580,400,738,388,0,0,1,0,0,0,49414
43,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3353.jpg,501.5,198.5,678.0,180.0,607,316,529,407,671,389,0,0,1,0,0,0,49413
44,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3350.jpg,535.5,289.5,702.0,284.0,658,427,558,488,686,472,0,0,0,0,0,0,49410
45,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3349.jpg,581.5,218.0,772.5,208.0,710,350,615,425,761,405,0,0,0,0,0,0,49409
46,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3487.jpg,685.0,132.5,824.5,110.5,774,218,716,284,827,268,0,0,1,0,0,1,49404
47,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3482.jpg,665.0,111.0,807.0,98.5,748,213,685,268,801,260,0,0,0,0,0,1,49399
48,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3476.jpg,394.5,218.5,586.5,220.5,499,375,413,465,562,466,0,0,1,0,0,1,49394
49,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3475.jpg,402.5,142.0,576.0,139.0,510,268,432,353,563,350,0,0,0,0,0,1,49393
50,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3331.jpg,555.0,192.0,721.0,196.0,668,327,566,386,698,383,0,0,1,0,0,1,49384
51,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3330.jpg,512.5,134.5,686.0,127.5,619,267,538,346,672,340,0,0,0,0,0,0,49383
52,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3319.jpg,414.5,312.0,632.0,323.5,541,487,433,535,594,537,0,0,0,0,0,0,49372
53,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3318.jpg,368.0,139.0,536.0,145.5,472,274,387,323,520,325,0,0,0,0,0,0,49371
54,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3356.jpg,537.5,179.0,733.0,160.5,674,314,578,397,732,370,0,0,0,0,0,0,49416
55,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3352.jpg,585.5,185.5,739.5,199.0,700,317,598,385,731,389,0,0,0,0,0,0,49412
56,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3348.jpg,522.0,201.0,695.5,179.0,631,303,556,391,701,366,0,0,0,0,0,0,49408
57,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3488.jpg,684.5,106.0,826.0,98.0,768,200,701,259,816,257,0,0,0,0,0,1,49405
58,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3481.jpg,711.5,98.0,854.0,88.0,785,203,727,264,841,258,0,0,0,1,0,1,49398
59,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3474.jpg,594.0,128.5,747.5,142.5,706,251,603,318,721,323,0,0,0,0,0,0,49392
60,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3337.jpg,597.5,198.5,762.5,210.0,707,350,593,394,730,398,0,0,0,0,0,0,49390
61,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3329.jpg,368.0,185.5,534.5,171.0,465,306,396,382,528,367,0,0,1,0,0,0,49382
62,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3358.jpg,600.5,194.5,777.5,200.0,730,339,614,404,760,405,0,0,1,0,0,0,49418
63,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3347.jpg,607.5,280.0,775.0,279.5,733,411,635,485,763,470,0,0,0,0,0,0,49407
64,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3323.jpg,461.5,234.0,628.5,222.0,550,363,480,431,618,423,0,0,1,0,0,0,49376
65,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3360.jpg,538.0,240.0,722.0,228.0,670,367,568,441,718,421,0,0,1,0,0,0,49420
66,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3351.jpg,447.5,224.0,608.5,201.5,547,327,480,409,616,387,0,0,1,0,0,0,49411
67,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3485.jpg,736.5,105.5,868.5,103.5,829,196,755,253,871,252,0,0,0,0,0,1,49402
68,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3336.jpg,612.5,171.0,780.0,189.5,723,321,612,369,745,376,0,0,0,0,0,0,49389
69,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3361.jpg,498.0,229.0,672.5,215.0,588,361,524,435,662,422,0,0,0,0,0,0,49421
70,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3486.jpg,763.0,105.0,902.5,102.5,859,205,779,263,893,261,0,0,0,0,0,1,49403
71,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3333.jpg,513.0,163.0,670.0,137.5,643,259,566,344,694,319,0,0,1,0,0,1,49386
72,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3332.jpg,546.5,172.0,709.0,186.0,647,304,555,367,689,375,0,0,0,0,0,0,49385
73,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3328.jpg,443.0,173.5,612.0,187.5,556,312,450,379,592,386,0,0,1,0,0,0,49381
74,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3326.jpg,388.0,237.0,535.5,224.0,460,358,407,418,534,405,0,0,0,0,0,0,49379
75,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3321.jpg,444.5,272.5,608.0,255.5,525,407,484,464,616,448,0,0,0,0,0,0,49374
76,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3320.jpg,903.0,220.0,1167.5,218.5,1047,424,899,510,1124,516,0,0,0,0,0,0,49373
77,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3317.jpg,407.0,349.0,573.0,340.5,510,479,437,526,576,512,0,0,1,0,0,0,49370
78,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3314.jpg,360.0,193.0,565.5,200.5,469,351,370,430,539,430,0,0,0,0,0,0,49367
79,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3308.jpg,615.5,182.0,749.5,199.5,664,290,599,337,709,347,0,0,0,1,0,0,49361
80,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3300.jpg,592.5,187.0,734.5,192.5,660,302,592,356,710,362,0,0,0,0,0,0,49353
81,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3420.jpg,574.5,122.5,745.0,132.0,674,252,585,321,703,328,0,0,0,0,0,0,49480
82,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3418.jpg,545.5,148.5,710.5,145.5,639,269,560,331,687,331,0,0,0,0,0,0,49478
83,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3363.jpg,693.0,183.5,858.0,195.0,827,323,697,385,843,380,0,0,0,0,0,0,49423
84,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3483.jpg,633.5,77.5,766.5,66.5,708,173,649,230,761,223,0,0,0,0,0,1,49400
85,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3477.jpg,450.0,142.0,595.5,138.5,522,266,472,328,583,335,0,0,0,0,0,1,49395
86,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3338.jpg,558.0,111.5,750.0,110.5,676,256,582,342,726,340,0,0,0,0,0,0,49391
87,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3334.jpg,500.0,155.5,666.0,132.5,610,271,536,351,668,329,0,0,1,0,0,0,49387
88,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3312.jpg,379.5,169.5,568.0,157.0,488,302,399,395,551,392,0,0,0,0,0,0,49365
89,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3299.jpg,563.5,187.0,691.5,178.5,628,283,576,354,681,346,0,0,0,0,0,0,49352
90,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3294.jpg,578.0,195.0,717.0,185.0,658,298,601,364,713,352,0,0,0,0,0,0,49347
91,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3289.jpg,515.0,254.0,643.0,247.5,586,370,531,415,622,411,0,0,0,0,0,0,49342
92,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3282.jpg,625.5,226.0,740.0,218.5,703,312,646,365,742,356,0,0,0,0,0,0,49335
93,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3268.jpg,569.5,220.5,672.5,218.0,619,299,568,343,659,349,0,0,0,1,0,0,49321
94,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3252.jpg,559.5,220.5,680.0,199.5,628,297,588,360,680,342,0,0,0,0,0,0,49305
95,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3251.jpg,632.5,202.5,745.0,219.5,695,291,627,338,725,348,0,0,0,0,0,0,49304
96,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3313.jpg,568.5,148.5,752.5,161.5,689,300,580,378,713,389,0,0,0,0,0,0,49366
97,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3307.jpg,626.5,161.0,777.0,181.0,705,283,629,341,747,350,0,0,0,0,0,0,49360
98,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3301.jpg,616.5,178.5,762.0,181.5,696,285,623,351,739,355,0,0,0,0,0,0,49354
99,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3298.jpg,597.0,177.0,730.0,175.0,664,287,603,358,712,358,0,0,0,0,0,0,49351
100,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3288.jpg,440.0,147.5,575.5,142.5,507,246,453,306,562,298,0,0,0,0,0,0,49341
101,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3284.jpg,623.0,215.5,742.0,201.0,694,296,648,357,740,340,0,0,0,0,0,0,49337
102,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3266.jpg,598.0,215.0,722.5,231.5,645,308,592,355,680,369,0,0,0,0,0,0,49319
103,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3303.jpg,588.5,174.0,720.5,166.5,650,264,588,319,699,326,0,0,0,1,0,0,49356
104,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3290.jpg,543.0,226.0,659.0,238.5,595,325,539,370,633,376,0,0,0,0,0,0,49343
105,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3285.jpg,635.0,207.5,753.0,206.0,703,303,646,348,746,341,0,0,1,0,0,0,49338
106,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3269.jpg,552.0,219.5,658.0,210.0,602,294,560,344,647,344,0,0,0,1,0,0,49322
107,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3265.jpg,616.5,184.0,753.5,199.0,681,291,607,351,719,365,0,0,0,0,0,0,49318
108,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3315.jpg,329.0,333.5,486.0,322.0,436,446,361,505,488,484,0,0,0,0,0,0,49368
109,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3306.jpg,577.5,185.5,712.5,203.5,627,285,572,334,682,351,0,0,0,1,0,0,49359
110,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3291.jpg,524.5,184.0,689.0,204.5,603,324,528,384,647,401,0,0,0,0,0,0,49344
111,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3281.jpg,602.5,222.0,715.5,200.5,679,300,629,359,726,342,0,0,0,0,0,0,49334
112,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3316.jpg,607.0,405.0,772.5,410.5,691,542,614,592,752,592,0,0,1,0,0,0,49369
113,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3292.jpg,613.5,190.0,755.0,214.5,682,315,609,361,723,379,0,0,0,0,0,0,49345
114,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3244.jpg,623.0,258.0,754.5,242.0,683,349,629,405,728,399,0,0,0,0,0,0,49297
115,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3243.jpg,592.5,245.5,710.0,231.0,660,329,617,390,708,375,0,0,0,0,0,0,49296
116,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3237.jpg,508.5,294.0,603.5,303.0,555,367,504,404,587,411,0,0,1,0,0,1,49290
117,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3230.jpg,436.5,307.0,543.5,304.5,510,390,449,432,539,423,0,0,1,0,0,1,49283
118,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3211.jpg,472.0,270.5,551.5,263.0,501,321,472,367,536,363,0,0,1,0,0,1,49264
119,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3204.jpg,457.5,312.0,561.5,305.5,516,387,472,431,557,424,0,0,1,0,0,1,49257
120,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3278.jpg,534.5,234.5,649.5,212.5,617,316,574,381,662,364,0,0,0,0,0,0,49331
121,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3258.jpg,632.5,189.0,759.0,189.5,702,281,634,340,739,340,0,0,0,0,0,0,49311
122,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3254.jpg,590.5,217.5,721.5,212.5,659,312,601,379,712,377,0,0,0,0,0,0,49307
123,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3248.jpg,630.5,254.5,754.5,263.5,685,354,632,406,719,407,0,0,0,0,0,0,49301
124,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3242.jpg,605.0,264.0,699.0,246.0,676,328,640,383,711,367,0,0,0,0,0,0,49295
125,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3239.jpg,513.0,354.0,605.5,324.5,584,413,548,456,630,429,0,0,1,0,0,1,49292
126,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3219.jpg,398.5,243.5,512.5,250.5,457,335,402,380,495,382,0,0,1,0,0,1,49272
127,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3267.jpg,553.5,216.0,668.5,209.5,616,302,570,358,658,353,0,0,0,0,0,0,49320
128,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3262.jpg,573.0,212.0,716.0,206.5,656,325,587,388,707,384,0,0,0,0,0,0,49315
129,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3241.jpg,626.0,252.5,719.5,246.5,675,323,631,367,710,360,0,0,0,0,0,0,49294
130,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3231.jpg,543.0,351.5,644.5,339.5,618,425,568,467,654,452,0,0,1,0,0,1,49284
131,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3215.jpg,526.5,278.0,616.5,264.0,594,345,551,386,625,372,0,0,1,0,0,1,49268
132,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3272.jpg,565.0,242.0,680.0,233.0,634,329,584,381,676,370,0,0,0,0,0,0,49325
133,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3263.jpg,518.5,198.5,650.0,184.5,581,294,533,366,637,362,0,0,0,0,0,0,49316
134,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3245.jpg,633.0,267.5,746.0,262.5,692,353,642,406,736,401,0,0,0,0,0,0,49298
135,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3236.jpg,502.5,313.0,599.5,298.5,567,380,524,421,605,406,0,0,1,0,0,1,49289
136,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3274.jpg,553.0,224.5,659.5,219.0,601,304,562,361,644,360,0,0,0,0,0,0,49327
137,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3247.jpg,630.5,248.0,759.5,240.5,715,341,651,401,752,395,0,0,0,0,0,0,49300
138,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3234.jpg,461.0,305.0,560.5,292.5,536,367,485,410,568,395,0,0,1,0,0,1,49287
139,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3226.jpg,482.5,304.5,598.0,302.0,544,411,494,442,584,441,0,0,1,0,0,1,49279
140,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3225.jpg,479.0,261.0,579.0,235.0,562,313,519,372,602,345,0,0,1,0,0,1,49278
141,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3212.jpg,546.5,273.0,641.5,274.5,604,337,555,380,632,378,0,0,1,0,0,1,49265
142,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3199.jpg,516.0,319.0,624.5,301.0,586,391,544,437,633,422,0,0,1,0,0,1,49252
143,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3196.jpg,429.0,253.0,545.5,255.5,489,347,438,393,527,393,0,0,1,0,0,1,49249
144,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3192.jpg,487.0,136.0,613.5,156.0,548,241,481,284,578,297,0,0,0,0,0,0,49245
145,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3181.jpg,364.0,176.5,485.5,155.5,438,270,406,326,503,310,0,0,0,0,0,0,49234
146,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3174.jpg,462.5,131.5,591.0,135.5,539,231,478,283,575,281,0,0,0,0,0,0,49227
147,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3155.jpg,423.0,207.5,582.5,220.0,505,344,436,395,552,403,0,0,1,0,0,0,49208
148,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3148.jpg,510.0,207.5,648.5,191.0,606,297,548,366,653,352,0,0,0,0,0,0,49201
149,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3220.jpg,426.5,286.0,538.5,277.5,487,365,434,416,531,406,0,0,1,0,0,1,49273
150,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3214.jpg,525.5,254.0,619.5,256.0,582,321,536,367,608,367,0,0,1,0,0,1,49267
151,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3209.jpg,466.5,255.0,571.0,253.0,527,330,477,376,563,372,0,0,1,0,0,1,49262
152,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3205.jpg,491.5,279.0,595.0,282.0,537,364,493,413,576,417,0,0,0,0,0,1,49258
153,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3197.jpg,338.0,298.5,455.0,296.0,399,390,348,440,442,435,0,0,1,0,0,1,49250
154,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3191.jpg,504.0,124.5,626.0,137.5,583,218,512,272,606,280,0,0,0,0,0,0,49244
155,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3190.jpg,456.0,136.0,580.0,157.0,505,239,448,281,545,300,0,0,0,0,0,0,49243
156,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3170.jpg,497.0,143.0,618.5,120.0,570,213,531,284,620,267,0,0,0,0,0,0,49223
157,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3221.jpg,462.5,270.0,568.5,267.0,548,340,485,392,577,383,0,0,0,0,0,1,49274
158,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3206.jpg,535.5,292.5,639.0,295.5,578,377,532,417,620,422,0,0,1,0,0,1,49259
159,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3167.jpg,501.5,154.5,649.5,131.5,606,253,542,323,660,299,0,0,1,0,0,1,49220
160,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3222.jpg,578.0,282.5,674.5,280.0,623,363,583,398,660,396,0,0,1,0,0,1,49275
161,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3213.jpg,631.0,271.5,726.5,275.5,701,356,640,391,716,390,0,0,1,0,0,1,49266
162,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3201.jpg,592.5,310.0,683.5,317.0,631,389,592,419,660,427,0,0,0,0,0,1,49254
163,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3186.jpg,420.5,127.0,543.0,132.0,473,217,422,269,527,271,0,0,0,0,0,0,49239
164,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3223.jpg,481.0,258.0,593.5,245.5,573,345,513,394,598,381,0,0,1,0,0,1,49276
165,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3202.jpg,522.5,317.5,611.5,315.0,578,385,532,421,607,416,0,0,1,0,0,1,49255
166,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3189.jpg,423.0,143.0,548.5,153.0,483,248,426,288,531,294,0,0,0,0,0,0,49242
167,C:\Users\isaac\Downloads\vlogs1\classified\47\live\47_3183.jpg,450.0,136.5,581.0,147.0,521,237,458,282,556,288,0,0,0,0,0,0,49236
