path,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,lentes_claros,lentes_oscuros,ilumincacion,cara_cubierta,postura_inadecuada,sombrero,bb_x1,bb_y1,bb_x2,bb_y2
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1043-image66615.jpg,51.090744,44.702359,93.77677,47.606171,62.125227,79.838475,44.99274,87.388385,90.001815,91.163339,0,0,1,0,0,0,26.647957,1.5455201,122.804276,117.87311
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1042-image13976.jpg,49.92922,46.154265,98.422868,47.606171,72.288566,81.0,57.479129,102.488203,85.646098,104.520871,0,0,1,0,0,0,14.80181,8.047316,120.95998,129.54462
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1041-image38012.jpg,52.252269,53.413793,94.067151,61.544465,87.388385,86.517241,53.994555,103.068966,85.355717,110.909256,0,0,1,0,0,0,13.784207,9.294685,100.73771,137.9349
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1040-image39245.jpg,48.767695,58.350272,87.678766,48.186933,61.254083,82.161525,57.188748,107.424682,87.678766,103.068966,1,0,1,0,1,0,25.10578,6.2895656,146.95065,155.74585
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1039-image32439.jpg,56.898367,51.961887,97.551724,37.15245,68.513612,73.740472,66.190563,100.745917,104.23049,90.001815,0,0,1,0,1,1,30.408455,3.7616463,143.15933,113.88295
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1038-image36343.jpg,60.092559,46.735027,95.519056,46.735027,69.675136,71.127042,67.061706,95.809437,90.582577,95.809437,0,0,1,0,1,0,43.799187,3.426902,132.05856,120.98007
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1037-image05035.jpg,45.863884,63.286751,87.098004,57.479129,85.065336,85.355717,54.284936,110.618875,91.453721,104.23049,0,0,1,0,0,0,1.9665108,0.09880811,102.84351,148.8626
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1036-image20210.jpg,57.479129,40.927405,100.745917,49.638838,78.676951,64.448276,52.252269,88.549909,92.034483,94.647913,1,0,1,0,0,0,18.657223,4.2787848,108.29088,112.8499
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1034-image52143.jpg,52.252269,51.090744,92.615245,45.573503,89.130672,75.77314,53.413793,97.261343,94.938294,90.872958,0,0,1,0,0,0,6.0311036,5.4498777,101.224724,137.09851
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1033-image04743.jpg,62.125227,60.092559,108.005445,55.15608,83.032668,91.453721,69.675136,109.166969,107.134301,106.553539,0,0,1,0,0,0,34.202904,7.8206778,123.487816,139.20206
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1032-image38752.jpg,58.059891,53.413793,102.197822,55.15608,75.192377,76.644283,59.221416,101.61706,94.938294,103.068966,0,0,1,0,0,0,30.164124,12.963505,117.310295,121.56082
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1031-image13686.jpg,56.027223,58.931034,103.940109,56.317604,60.092559,86.517241,47.315789,108.005445,94.938294,110.038113,0,0,1,0,1,1,24.811707,0.052580237,136.29517,148.3266
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1029-image52846.jpg,57.76951,60.092559,102.778584,49.058076,71.127042,79.548094,66.480944,107.715064,97.261343,100.455535,0,0,1,0,1,0,37.411144,5.1697164,139.94638,130.12001
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1028-image27074.jpg,51.671506,50.509982,100.745917,46.154265,74.901996,75.192377,56.317604,93.196007,94.647913,93.196007,0,0,1,0,0,0,26.865215,1.2051656,112.29492,123.23538
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1027-image05162.jpg,51.381125,38.894737,95.809437,43.250454,73.15971,81.290381,48.767695,87.388385,89.711434,90.582577,0,0,1,0,0,1,20.581667,7.677841,111.52148,123.2494
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1026-image21731.jpg,44.411978,53.413793,97.551724,46.444646,70.255898,78.676951,53.123412,94.647913,102.488203,86.517241,0,0,0,0,0,0,19.71468,-3.776461,128.56741,122.54324
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1025-image07057.jpg,63.867514,48.767695,100.455535,54.284936,91.744102,81.871143,59.221416,93.196007,91.744102,99.294011,0,0,1,0,0,0,24.702538,8.888796,110.18138,133.49585
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1024-image30914.jpg,44.702359,44.99274,82.451906,40.346642,82.161525,75.482759,47.896552,93.196007,81.0,87.969147,1,0,1,0,0,1,3.2543824,25.892155,96.27648,113.388756
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1023-image08427.jpg,53.413793,39.76588,95.809437,38.894737,72.869328,67.642468,54.575318,87.678766,91.744102,87.678766,0,0,1,0,0,0,26.213058,1.5236557,119.22553,121.37096
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1022-image23215.jpg,57.479129,53.413793,104.811252,47.896552,79.548094,83.61343,63.577132,101.326679,106.553539,97.551724,0,0,1,0,0,0,27.709003,0.63539296,127.47454,147.1689
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1021-image20358.jpg,54.575318,50.219601,98.132486,57.479129,62.99637,80.419238,47.606171,94.647913,82.451906,101.61706,0,0,1,0,0,0,31.652042,8.962016,118.114525,131.3436
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1020-image70000.jpg,55.736842,48.186933,97.261343,45.863884,54.575318,70.255898,54.575318,99.00363,90.292196,100.745917,0,0,1,0,0,0,42.48804,-2.5128007,144.99254,132.41344
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1019-image39319.jpg,49.92922,49.058076,96.3902,51.961887,67.352087,75.192377,49.638838,95.809437,88.259528,97.261343,0,0,1,0,0,1,12.875654,2.290401,119.32475,140.17455
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1018-image20552.jpg,70.255898,49.058076,104.811252,35.119782,63.577132,62.99637,71.417423,99.294011,104.23049,87.388385,0,0,1,0,0,0,48.316956,4.728524,152.19646,127.26036
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1017-image23005.jpg,56.027223,58.931034,92.905626,54.575318,77.515426,82.161525,62.415608,102.197822,93.486388,96.680581,0,0,0,0,0,1,24.785944,7.6178803,111.26441,131.63214
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1016-image68165.jpg,33.667877,74.901996,73.740472,47.606171,49.638838,88.259528,51.090744,114.684211,82.161525,101.61706,0,0,1,0,1,0,3.0262783,5.702631,118.0938,139.67157
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1015-image18734.jpg,56.027223,48.186933,94.938294,52.54265,64.448276,75.482759,53.704174,97.842105,78.967332,103.940109,0,0,1,0,1,0,35.559765,5.192971,111.8452,125.69433
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1014-image35641.jpg,38.894737,51.090744,85.936479,40.346642,72.288566,70.836661,54.865699,94.647913,87.969147,89.421053,0,0,1,0,0,0,8.240528,3.8964317,98.508026,116.310295
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1013-image49258.jpg,61.834846,59.511797,96.680581,50.800363,86.517241,80.419238,66.480944,107.424682,99.00363,103.068966,0,0,1,0,0,1,11.84126,12.3253765,114.53875,171.1127
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1012-image20844.jpg,49.92922,43.831216,94.357532,40.927405,76.644283,67.061706,49.92922,85.646098,96.680581,84.484574,0,0,1,0,0,0,7.8614564,-2.64806,110.36885,123.97076
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1011-image30479.jpg,45.573503,55.15608,94.357532,54.284936,70.546279,100.165154,49.92922,101.907441,93.196007,103.359347,0,0,1,0,0,0,10.085728,5.3735375,128.32591,139.21004
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1010-image49826.jpg,60.092559,46.154265,101.036298,51.381125,91.163339,69.675136,55.15608,92.034483,95.228675,96.680581,0,0,1,0,0,1,15.167856,3.187573,112.503845,137.81555
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1009-image58721.jpg,59.511797,50.800363,97.551724,60.963702,97.842105,82.742287,52.252269,101.907441,90.292196,111.199637,0,0,1,0,0,0,-4.1416926,1.9876912,104.1098,141.80336
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1008-image68206.jpg,52.252269,32.506352,97.551724,49.058076,80.128857,76.644283,33.958258,72.288566,75.77314,90.872958,0,0,1,0,0,0,18.087347,1.9979328,107.0625,103.51682
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1007-image12585.jpg,59.221416,48.186933,105.972777,50.800363,82.161525,81.580762,60.963702,94.938294,96.680581,98.422868,0,0,1,0,0,0,32.007088,4.849295,119.80326,126.4518
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1006-image06831.jpg,53.994555,49.348457,91.163339,44.702359,69.094374,76.934664,67.061706,97.551724,97.842105,94.067151,0,0,1,0,1,0,39.071457,-0.97890794,128.78586,128.74016
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1005-image66241.jpg,46.444646,45.573503,87.678766,39.76588,78.096189,73.450091,47.025408,92.905626,80.128857,90.872958,0,0,1,0,0,0,3.0636683,2.2766993,90.59086,127.426186
C:\Users\isaac\PycharmProjects\tensorflow_filter\AFLW\1004-image04865.jpg,57.188748,54.575318,100.165154,48.767695,81.0,75.192377,61.834846,96.970962,100.455535,91.453721,0,0,1,0,0,1,20.043459,7.607934,113.884674,128.41422
