image,id,annotator,annotation_id,created_at,updated_at,lead_time,choice
/data/upload/26/08776067-7305_0_0.jpg,67375,12,29987,2022-10-07T02:00:00.171630Z,2022-10-07T02:00:00.171647Z,3.541,Iluminacion irregular en la cara
/data/upload/26/5b5ad19b-7283_1_0.jpg,67362,12,29986,2022-10-07T01:59:54.875197Z,2022-10-07T01:59:54.875224Z,4.663,Iluminacion irregular en la cara
/data/upload/26/f4e9dc68-7269_0_0.jpg,67354,12,29985,2022-10-07T01:59:48.978217Z,2022-10-07T01:59:48.978238Z,4.462,Iluminacion irregular en la cara
/data/upload/26/d5f933e7-7311_0_0.jpg,67376,12,29983,2022-10-07T01:59:27.830123Z,2022-10-07T01:59:27.830142Z,3.709,Iluminacion irregular en la cara
/data/upload/26/34f7340e-7248_0_0.jpg,67346,12,29980,2022-10-06T03:54:34.063297Z,2022-10-06T03:54:34.063317Z,2.54,
/data/upload/26/03a79932-7243_0_0.jpg,67343,12,29979,2022-10-06T03:54:29.541864Z,2022-10-06T03:54:29.541883Z,4.389,Lentes claros
/data/upload/26/caadfb63-7242_0_0.jpg,67342,12,29978,2022-10-06T03:54:23.627631Z,2022-10-06T03:54:23.627649Z,7.572,Iluminacion irregular en la cara
/data/upload/26/c2223818-7240_0_0.jpg,67340,12,29977,2022-10-06T03:54:14.878588Z,2022-10-06T03:54:14.878605Z,3.153,Uso de Lentes oscuros
/data/upload/26/e8fd5c66-7236_0_0.jpg,67339,12,29976,2022-10-06T03:54:10.299277Z,2022-10-06T03:54:10.299295Z,4.002,Lentes claros
/data/upload/26/e9f2a11e-7229_0_0.jpg,67334,12,29974,2022-10-06T03:54:00.863103Z,2022-10-06T03:54:00.863122Z,5.212,Lentes claros
/data/upload/26/2b5ff45e-7222_0_0.jpg,67332,12,29973,2022-10-06T03:53:54.380851Z,2022-10-06T03:53:54.380868Z,10.269,Uso de un ornamento en la cabeza
/data/upload/26/3c397baa-7221_0_0.jpg,67331,12,29972,2022-10-06T03:53:42.856347Z,2022-10-06T03:53:42.856369Z,2.13,
/data/upload/26/1894fd09-7212_1_0.jpg,67325,12,29971,2022-10-06T03:53:39.246304Z,2022-10-06T03:53:39.246321Z,4.13,Iluminacion irregular en la cara
/data/upload/26/ff84278b-7206_0_0.jpg,67322,12,29969,2022-10-06T03:53:29.547507Z,2022-10-06T03:53:29.547525Z,1.401,
/data/upload/26/478e23a4-7383_0_0.jpg,67415,12,29968,2022-10-06T03:53:21.600109Z,2022-10-06T03:53:26.087093Z,6358.553,Iluminacion irregular en la cara
/data/upload/26/fd6c0d03-7301_0_0.jpg,67372,12,29966,2022-10-06T03:53:14.780222Z,2022-10-06T03:53:14.780241Z,1.825,
/data/upload/26/dcf41f4a-7259_0_0.jpg,67351,12,29965,2022-10-06T03:53:11.825474Z,2022-10-06T03:53:11.825493Z,1.656,
/data/upload/26/4c8c7600-7250_0_0.jpg,67348,12,29964,2022-10-06T03:53:09.047642Z,2022-10-06T03:53:09.047662Z,4.63,Iluminacion irregular en la cara
/data/upload/26/e9a6a0d9-7244_0_0.jpg,67344,12,29963,2022-10-06T03:53:03.178297Z,2022-10-06T03:53:03.178315Z,7.429,Lentes claros
/data/upload/26/3a063aaa-7111_0_0.jpg,67266,12,29959,2022-10-06T03:52:42.917975Z,2022-10-06T03:52:42.917993Z,2.438,
/data/upload/26/0bb69c52-6982_0_0.jpg,67188,12,29957,2022-10-06T03:52:34.867779Z,2022-10-06T03:52:34.867797Z,3.849,"{""choices"": [""Iluminacion irregular en la cara"", ""Uso de un ornamento en la cabeza""]}"
/data/upload/26/3e9da580-6981_0_0.jpg,67187,12,29956,2022-10-06T03:52:29.889888Z,2022-10-06T03:52:29.889908Z,1.741,
/data/upload/26/5b79152f-7212_0_0.jpg,67324,12,29955,2022-10-06T03:52:27.132533Z,2022-10-06T03:52:27.132565Z,2.384,Iluminacion irregular en la cara
/data/upload/26/fdf98b8d-7203_1_0.jpg,67321,12,29954,2022-10-06T03:52:23.806579Z,2022-10-06T03:52:23.806598Z,3.577,Iluminacion irregular en la cara
/data/upload/26/dd9c8490-7050_0_0.jpg,67229,12,29949,2022-10-06T03:51:51.647877Z,2022-10-06T03:51:51.647895Z,1.961,
/data/upload/26/6b71579b-7197_0_0.jpg,67317,12,29948,2022-10-06T03:51:46.412658Z,2022-10-06T03:51:46.412677Z,4.038,Lentes claros
/data/upload/26/097bf3e2-7153_0_0.jpg,67290,12,29946,2022-10-06T03:51:32.946986Z,2022-10-06T03:51:32.947006Z,2.254,Iluminacion irregular en la cara
/data/upload/26/91540a22-7121_0_0.jpg,67275,12,29945,2022-10-06T03:51:29.712685Z,2022-10-06T03:51:29.712703Z,1.728,
/data/upload/26/2fef847b-7086_0_0.jpg,67253,12,29944,2022-10-06T03:51:26.956727Z,2022-10-06T03:51:26.956744Z,3.407,Lentes claros
/data/upload/26/25d4da95-7035_0_0.jpg,67220,12,29943,2022-10-06T03:51:22.168338Z,2022-10-06T03:51:22.168357Z,2.173,
/data/upload/26/6158597d-7212_2_0.jpg,67326,12,29942,2022-10-06T03:51:18.751364Z,2022-10-06T03:51:18.751382Z,1.775,Iluminacion irregular en la cara
/data/upload/26/5ce8ee4f-7203_0_0.jpg,67320,12,29941,2022-10-06T03:51:15.853194Z,2022-10-06T03:51:15.853217Z,2.39,Iluminacion irregular en la cara
/data/upload/26/1f3214ea-7174_0_0.jpg,67303,12,29940,2022-10-06T03:51:12.321136Z,2022-10-06T03:51:12.321155Z,7.927,"{""choices"": [""Iluminacion irregular en la cara"", ""Uso de un ornamento en la cabeza"", ""Objetos cubriedno la cara""]}"
/data/upload/26/5287dc9f-7097_0_0.jpg,67258,12,29939,2022-10-06T03:51:03.374033Z,2022-10-06T03:51:03.374052Z,2.087,Iluminacion irregular en la cara
/data/upload/26/1bf5ab07-7212_3_0.jpg,67327,12,29938,2022-10-06T03:51:00.048221Z,2022-10-06T03:51:00.048240Z,1.995,Iluminacion irregular en la cara
/data/upload/26/5bb14087-7177_0_0.jpg,67306,12,29937,2022-10-06T03:50:57.117972Z,2022-10-06T03:50:57.117991Z,2.561,
/data/upload/26/3ee845c0-7098_0_0.jpg,67259,12,29936,2022-10-06T03:50:43.897283Z,2022-10-06T03:50:43.897303Z,1.881,
/data/upload/26/3e8c984e-7078_0_0.jpg,67248,12,29935,2022-10-06T03:50:40.960198Z,2022-10-06T03:50:40.960218Z,1.633,
/data/upload/26/d05c47f9-7062_0_0.jpg,67239,12,29934,2022-10-06T03:50:38.351422Z,2022-10-06T03:50:38.351440Z,3.647,
/data/upload/26/528a6649-7057_0_0.jpg,67235,12,29933,2022-10-06T03:50:33.760625Z,2022-10-06T03:50:33.760645Z,1.099,
/data/upload/26/617abb46-7017_0_0.jpg,67205,12,29932,2022-10-06T03:50:31.564996Z,2022-10-06T03:50:31.565015Z,1.672,
/data/upload/26/81592490-7069_0_0.jpg,67245,12,29930,2022-10-06T03:50:24.583345Z,2022-10-06T03:50:24.583366Z,2.029,
/data/upload/26/60eeb307-7048_0_0.jpg,67227,12,29928,2022-10-06T03:50:18.589498Z,2022-10-06T03:50:18.589517Z,1.791,
/data/upload/26/924e15c8-6989_0_0.jpg,67190,12,29927,2022-10-06T03:50:15.010644Z,2022-10-06T03:50:15.010672Z,1.478,
/data/upload/26/da11c8eb-7154_1_0.jpg,67291,12,29926,2022-10-06T03:50:12.011663Z,2022-10-06T03:50:12.011681Z,2.644,
/data/upload/26/9392d5ac-7049_0_0.jpg,67228,12,29923,2022-10-06T03:49:57.818392Z,2022-10-06T03:49:57.818410Z,2.417,
/data/upload/26/ee087a86-7163_0_0.jpg,67296,12,29922,2022-10-06T03:49:54.471323Z,2022-10-06T03:49:54.471341Z,3.273,Uso de un ornamento en la cabeza
/data/upload/26/2dbc85d0-7076_0_0.jpg,67247,12,29921,2022-10-06T03:49:48.597977Z,2022-10-06T03:49:48.597997Z,3.121,
/data/upload/26/8963b2af-7198_0_0.jpg,67318,12,29920,2022-10-06T03:49:08.198590Z,2022-10-06T03:49:08.198608Z,5.174,Lentes claros
/data/upload/26/014a621c-7189_0_0.jpg,67314,12,29918,2022-10-06T03:48:57.377572Z,2022-10-06T03:48:57.377589Z,1.738,
/data/upload/26/0ffea50d-7185_0_0.jpg,67312,12,29917,2022-10-06T03:48:54.519192Z,2022-10-06T03:48:54.519211Z,1.448,
/data/upload/26/fe494188-7183_0_0.jpg,67311,12,29916,2022-10-06T03:48:51.880416Z,2022-10-06T03:48:51.880434Z,4.92,Lentes claros
/data/upload/26/913e7542-7170_0_0.jpg,67300,12,29915,2022-10-06T03:48:45.590530Z,2022-10-06T03:48:45.590561Z,2.071,
/data/upload/26/e118a438-7157_0_0.jpg,67292,12,29912,2022-10-06T03:48:35.319716Z,2022-10-06T03:48:35.319735Z,1.959,
/data/upload/26/9592f53f-7150_0_0.jpg,67287,12,29911,2022-10-06T03:48:31.581779Z,2022-10-06T03:48:31.581797Z,2.014,
/data/upload/26/976f9a32-7144_0_0.jpg,67284,12,29910,2022-10-06T03:48:27.623090Z,2022-10-06T03:48:27.623109Z,1.618,
/data/upload/26/640fdd03-7127_0_0.jpg,67278,12,29908,2022-10-06T03:48:17.000887Z,2022-10-06T03:48:20.969630Z,6053.521,Iluminacion irregular en la cara
/data/upload/26/c1cec27c-7323_0_0.jpg,67380,12,29907,2022-10-06T03:48:11.862451Z,2022-10-06T03:48:11.862468Z,1.531,
/data/upload/26/65cb2dc9-7114_0_0.jpg,67269,12,29906,2022-10-06T03:48:09.252634Z,2022-10-06T03:48:09.252653Z,1.459,
/data/upload/26/11f4faeb-7104_0_0.jpg,67263,12,29905,2022-10-06T03:48:06.711301Z,2022-10-06T03:48:06.711319Z,1.829,
/data/upload/26/f34e8240-7099_0_0.jpg,67260,12,29904,2022-10-06T03:48:03.843057Z,2022-10-06T03:48:03.843076Z,1.582,
/data/upload/26/39b5a000-7092_0_0.jpg,67256,12,29902,2022-10-06T03:47:57.498213Z,2022-10-06T03:47:57.498231Z,2.247,
/data/upload/26/e0d1faa5-7082_0_0.jpg,67250,12,29901,2022-10-06T03:47:54.112760Z,2022-10-06T03:47:54.112778Z,2.131,
/data/upload/26/89b1de43-7079_0_0.jpg,67249,12,29900,2022-10-06T03:47:50.814521Z,2022-10-06T03:47:50.814552Z,1.733,
/data/upload/26/4cd2994c-7068_0_0.jpg,67244,12,29899,2022-10-06T03:47:47.624745Z,2022-10-06T03:47:47.624763Z,1.468,
/data/upload/26/4b592474-7067_0_0.jpg,67243,12,29898,2022-10-06T03:47:45.071983Z,2022-10-06T03:47:45.072001Z,1.533,Iluminacion irregular en la cara
/data/upload/26/64b5fd02-7065_0_0.jpg,67241,12,29897,2022-10-06T03:47:42.515416Z,2022-10-06T03:47:42.515434Z,2.44,Iluminacion irregular en la cara
/data/upload/26/484b78fd-7063_0_0.jpg,67240,12,29896,2022-10-06T03:47:39.041579Z,2022-10-06T03:47:39.041596Z,1.379,
/data/upload/26/85555d61-7059_0_0.jpg,67237,12,29895,2022-10-06T03:47:36.488178Z,2022-10-06T03:47:36.488197Z,2.025,
/data/upload/26/8f896a36-7058_0_0.jpg,67236,12,29894,2022-10-06T03:47:33.372089Z,2022-10-06T03:47:33.372110Z,2.339,
/data/upload/26/cec37c67-7044_0_0.jpg,67224,12,29891,2022-10-06T03:47:20.178639Z,2022-10-06T03:47:20.178657Z,1.734,
/data/upload/26/16a05b44-7039_0_0.jpg,67221,12,29890,2022-10-06T03:47:17.108004Z,2022-10-06T03:47:17.108022Z,1.523,
/data/upload/26/3ef86ed0-7020_0_0.jpg,67208,12,29888,2022-10-06T03:47:05.690426Z,2022-10-06T03:47:05.690443Z,1.604,
/data/upload/26/49336adb-6986_0_0.jpg,67189,12,29887,2022-10-06T03:47:02.696487Z,2022-10-06T03:47:02.696505Z,1.498,
/data/upload/26/8cfb8853-6977_0_0.jpg,67184,12,29886,2022-10-06T03:46:59.637912Z,2022-10-06T03:46:59.637931Z,2.485,
/data/upload/26/07074f28-6973_0_0.jpg,67180,12,29885,2022-10-06T03:46:55.596755Z,2022-10-06T03:46:55.596774Z,2.099,
/data/upload/26/80e94828-7302_0_0.jpg,67373,12,29883,2022-10-06T03:46:49.030744Z,2022-10-06T03:46:49.030767Z,3.44,
/data/upload/26/ab7556e3-7300_0_0.jpg,67371,12,29882,2022-10-06T03:46:44.593293Z,2022-10-06T03:46:44.593311Z,1.791,
/data/upload/26/bce73602-7299_0_0.jpg,67370,12,29881,2022-10-06T03:46:41.730507Z,2022-10-06T03:46:41.730527Z,1.702,
/data/upload/26/81beb01a-7294_0_0.jpg,67367,12,29880,2022-10-06T03:46:38.320489Z,2022-10-06T03:46:38.320507Z,2.678,
/data/upload/26/21351f65-7291_0_0.jpg,67366,12,29879,2022-10-06T03:46:32.265792Z,2022-10-06T03:46:32.265810Z,2.623,
/data/upload/26/0c885d35-7199_0_0.jpg,67319,12,29878,2022-10-06T03:46:28.397785Z,2022-10-06T03:46:28.397804Z,5.995,"{""choices"": [""Iluminacion irregular en la cara"", ""Lentes claros""]}"
/data/upload/26/d3bd17c5-7179_0_0.jpg,67309,12,29877,2022-10-06T03:46:20.401235Z,2022-10-06T03:46:20.401254Z,2.233,
/data/upload/26/bf34aad6-7174_1_0.jpg,67304,12,29875,2022-10-06T03:46:10.947816Z,2022-10-06T03:46:10.947834Z,4.23,Iluminacion irregular en la cara
/data/upload/26/401b41fc-7173_0_0.jpg,67302,12,29874,2022-10-06T03:46:05.538018Z,2022-10-06T03:46:05.538036Z,1.429,
/data/upload/26/fbe9d528-7171_0_0.jpg,67301,12,29873,2022-10-06T03:46:02.867152Z,2022-10-06T03:46:02.867170Z,9.269,Lentes claros
/data/upload/26/45cddc0b-7165_0_0.jpg,67297,12,29871,2022-10-06T03:45:43.513817Z,2022-10-06T03:45:43.513836Z,2.322,
/data/upload/26/dccc7ad0-7162_0_0.jpg,67295,12,29870,2022-10-06T03:45:39.280650Z,2022-10-06T03:45:39.280667Z,4.751,Lentes claros
/data/upload/26/66755362-7152_0_0.jpg,67289,12,29868,2022-10-06T03:45:25.072119Z,2022-10-06T03:45:25.072137Z,2.969,Iluminacion irregular en la cara
/data/upload/26/13cb49b0-7145_0_0.jpg,67285,12,29865,2022-10-06T03:45:13.950408Z,2022-10-06T03:45:13.950426Z,2.568,Iluminacion irregular en la cara
/data/upload/26/bd28e7d4-7136_0_0.jpg,67281,12,29863,2022-10-06T03:45:05.529531Z,2022-10-06T03:45:05.529562Z,5.379,Uso de un ornamento en la cabeza
/data/upload/26/2b220237-7116_0_0.jpg,67271,12,29860,2022-10-06T03:44:50.581328Z,2022-10-06T03:44:50.581345Z,1.573,
/data/upload/26/d167b47e-7105_0_0.jpg,67264,12,29857,2022-10-06T03:44:39.774586Z,2022-10-06T03:44:39.774605Z,3.841,Iluminacion irregular en la cara
/data/upload/26/a8d31985-7102_0_0.jpg,67262,12,29856,2022-10-06T03:44:34.613461Z,2022-10-06T03:44:34.613478Z,4.201,Lentes claros
/data/upload/26/dfd73beb-7090_0_0.jpg,67255,12,29854,2022-10-06T03:44:22.452193Z,2022-10-06T03:44:22.452212Z,1.705,
/data/upload/26/f8578589-7084_0_0.jpg,67252,12,29852,2022-10-06T03:44:14.115911Z,2022-10-06T03:44:14.115928Z,1.669,
/data/upload/26/34010848-7083_0_0.jpg,67251,12,29851,2022-10-06T03:44:11.267438Z,2022-10-06T03:44:11.267454Z,1.648,
/data/upload/26/b324ba2c-7055_0_0.jpg,67233,12,29850,2022-10-06T03:44:08.542337Z,2022-10-06T03:44:08.542357Z,1.877,
/data/upload/26/ae721e72-7052_0_0.jpg,67231,12,29849,2022-10-06T03:44:04.682126Z,2022-10-06T03:44:04.682144Z,2.848,Iluminacion irregular en la cara
/data/upload/26/92e2d574-7051_0_0.jpg,67230,12,29848,2022-10-06T03:44:00.801313Z,2022-10-06T03:44:00.801329Z,2.297,
/data/upload/26/5aa048a4-7047_0_0.jpg,67226,12,29847,2022-10-06T03:43:57.308396Z,2022-10-06T03:43:57.308414Z,2.051,
/data/upload/26/bea00d54-7046_0_0.jpg,67225,12,29846,2022-10-06T03:43:53.527055Z,2022-10-06T03:43:53.527072Z,4.959,Lentes claros
/data/upload/26/e80c1c67-7043_0_0.jpg,67223,12,29845,2022-10-06T03:43:47.540353Z,2022-10-06T03:43:47.540371Z,1.797,Iluminacion irregular en la cara
/data/upload/26/0450c28a-7040_0_0.jpg,67222,12,29844,2022-10-06T03:43:44.530049Z,2022-10-06T03:43:44.530068Z,1.808,
/data/upload/26/c7331f54-7034_0_0.jpg,67219,12,29843,2022-10-06T03:43:41.617226Z,2022-10-06T03:43:41.617246Z,2.042,
/data/upload/26/cc17971b-7031_0_0.jpg,67216,12,29842,2022-10-06T03:43:38.277008Z,2022-10-06T03:43:38.277027Z,2.119,
/data/upload/26/00ca9604-7025_0_0.jpg,67212,12,29841,2022-10-06T03:43:34.188717Z,2022-10-06T03:43:34.188736Z,7.686,"{""choices"": [""Iluminacion irregular en la cara"", ""Uso de un ornamento en la cabeza""]}"
/data/upload/26/2fdf9a05-7021_0_0.jpg,67209,12,29840,2022-10-06T03:43:25.368940Z,2022-10-06T03:43:25.368959Z,3.519,Iluminacion irregular en la cara
/data/upload/26/ab9a6bd3-7011_0_0.jpg,67203,12,29838,2022-10-06T03:43:11.767981Z,2022-10-06T03:43:11.767998Z,2.027,
/data/upload/26/71265f75-7005_0_0.jpg,67201,12,29837,2022-10-06T03:43:08.072136Z,2022-10-06T03:43:08.072155Z,5.325,"{""choices"": [""Iluminacion irregular en la cara"", ""Uso de un ornamento en la cabeza""]}"
/data/upload/26/945cda17-7004_0_0.jpg,67200,12,29836,2022-10-06T03:43:00.554650Z,2022-10-06T03:43:00.554667Z,4.033,Lentes claros
/data/upload/26/88c88c97-7000_0_0.jpg,67197,12,29835,2022-10-06T03:42:55.315630Z,2022-10-06T03:42:55.315649Z,1.516,
/data/upload/26/2b803b82-6998_0_0.jpg,67196,12,29834,2022-10-06T03:42:52.560841Z,2022-10-06T03:42:52.560860Z,3.911,Lentes claros
/data/upload/26/0b54817a-6996_0_0.jpg,67194,12,29833,2022-10-06T03:42:47.548186Z,2022-10-06T03:42:47.548205Z,1.791,
/data/upload/26/91311966-6995_0_0.jpg,67193,12,29832,2022-10-06T03:42:44.581390Z,2022-10-06T03:42:44.581409Z,2.673,
/data/upload/26/20388c13-6980_0_0.jpg,67186,12,29831,2022-10-06T03:42:40.920182Z,2022-10-06T03:42:40.920200Z,3.766,
/data/upload/26/31fd043f-6979_1_0.jpg,67185,12,29830,2022-10-06T03:42:36.078387Z,2022-10-06T03:42:36.078406Z,1.69,
/data/upload/26/4b7cd187-6974_0_0.jpg,67182,12,29829,2022-10-06T03:42:33.362817Z,2022-10-06T03:42:33.362836Z,2.357,Iluminacion irregular en la cara
/data/upload/26/e9ebeb35-6973_1_0.jpg,67181,12,29828,2022-10-06T03:42:29.883778Z,2022-10-06T03:42:29.883797Z,1.839,
/data/upload/26/b723b120-6970_0_0.jpg,67179,12,29827,2022-10-06T03:42:26.956380Z,2022-10-06T03:42:26.956397Z,2.38,
/data/upload/26/229c72df-7112_0_0.jpg,67267,12,29824,2022-10-06T03:42:15.525097Z,2022-10-06T03:42:15.525117Z,2.281,Iluminacion irregular en la cara
/data/upload/26/1f879ac9-7018_1_0.jpg,67207,12,29823,2022-10-06T03:42:11.484732Z,2022-10-06T03:42:11.484750Z,4.077,Lentes claros
/data/upload/26/fe0b434b-7018_0_0.jpg,67206,12,29822,2022-10-06T03:42:05.672076Z,2022-10-06T03:42:05.672094Z,4.138,Lentes claros
/data/upload/26/8c412268-7006_0_0.jpg,67202,12,29821,2022-10-06T03:41:59.400691Z,2022-10-06T03:41:59.400709Z,2.067,Iluminacion irregular en la cara
/data/upload/26/9f38a892-6991_0_0.jpg,67191,12,29816,2022-10-06T03:41:36.392180Z,2022-10-06T03:41:36.392200Z,3.23,Iluminacion irregular en la cara
/data/upload/26/38cb3c1c-6976_0_0.jpg,67183,12,29815,2022-10-06T03:41:31.855214Z,2022-10-06T03:41:31.855233Z,2.307,Iluminacion irregular en la cara
/data/upload/26/ae71396c-6962_1_0.jpg,67173,12,29813,2022-10-06T03:41:14.312562Z,2022-10-06T03:41:14.312580Z,2.927,Iluminacion irregular en la cara
/data/upload/26/b0f126c7-6952_0_0.jpg,67167,12,29812,2022-10-06T03:41:10.258411Z,2022-10-06T03:41:10.258428Z,2.342,Iluminacion irregular en la cara
/data/upload/26/4bd1e1a4-6948_0_0.jpg,67165,12,29811,2022-10-06T03:41:06.504399Z,2022-10-06T03:41:06.504418Z,2.826,
/data/upload/26/21c78498-6942_0_0.jpg,67162,12,29810,2022-10-06T03:41:00.892827Z,2022-10-06T03:41:00.892845Z,8.814,Uso de un ornamento en la cabeza
/data/upload/26/235c8b30-6938_0_0.jpg,67158,12,29809,2022-10-06T03:40:50.581818Z,2022-10-06T03:40:50.581836Z,3.781,Iluminacion irregular en la cara
/data/upload/26/21bcacb6-6679_0_0.jpg,67022,12,29806,2022-10-06T02:34:50.497978Z,2022-10-06T02:34:50.497998Z,4.168,Lentes claros
/data/upload/26/2ccb0882-6637_0_0.jpg,66998,12,29805,2022-10-06T02:34:45.242081Z,2022-10-06T02:34:45.242099Z,1.818,
/data/upload/26/bfdcc8f7-6961_0_0.jpg,67171,12,29803,2022-10-06T02:34:30.933247Z,2022-10-06T02:34:30.933265Z,2.291,
/data/upload/26/5c5b86e1-6959_0_0.jpg,67170,12,29802,2022-10-06T02:34:27.145107Z,2022-10-06T02:34:27.145126Z,3.877,
/data/upload/26/e1a4b0c5-6935_0_0.jpg,67157,12,29800,2022-10-06T02:34:02.047797Z,2022-10-06T02:34:02.047816Z,10.514,Uso de un ornamento en la cabeza
/data/upload/26/46f3f7cf-6922_0_0.jpg,67149,12,29799,2022-10-06T02:33:49.986263Z,2022-10-06T02:33:49.986281Z,4.06,Uso de un ornamento en la cabeza
/data/upload/26/8d5c6b68-6756_0_0.jpg,67065,12,29798,2022-10-06T02:33:43.264657Z,2022-10-06T02:33:43.264675Z,4.076,Iluminacion irregular en la cara
/data/upload/26/5ed56a4f-6962_0_0.jpg,67172,12,29797,2022-10-06T02:33:37.565931Z,2022-10-06T02:33:37.565950Z,6.579,"{""choices"": [""Iluminacion irregular en la cara"", ""Uso de un ornamento en la cabeza""]}"
/data/upload/26/d62ba683-6956_0_0.jpg,67168,12,29796,2022-10-06T02:33:28.944011Z,2022-10-06T02:33:28.944030Z,3.577,Lentes claros
/data/upload/26/1239e9a5-6946_0_0.jpg,67164,12,29795,2022-10-06T02:33:24.085781Z,2022-10-06T02:33:24.085799Z,7.226,Iluminacion irregular en la cara
/data/upload/26/202059e6-6939_0_0.jpg,67159,12,29794,2022-10-06T02:33:15.817675Z,2022-10-06T02:33:15.817695Z,2.221,
/data/upload/26/e250834c-6930_0_0.jpg,67153,12,29793,2022-10-06T02:33:11.724454Z,2022-10-06T02:33:11.724471Z,2.182,
/data/upload/26/578a5338-6966_0_0.jpg,67175,12,29790,2022-10-06T02:32:58.332798Z,2022-10-06T02:32:58.332816Z,7.288,Iluminacion irregular en la cara
/data/upload/26/fc5e75a0-6957_0_0.jpg,67169,12,29789,2022-10-06T02:32:48.489177Z,2022-10-06T02:32:48.489196Z,4.252,Uso de un ornamento en la cabeza
/data/upload/26/73b6892e-6939_1_0.jpg,67160,12,29788,2022-10-06T02:32:42.798396Z,2022-10-06T02:32:42.798414Z,3.829,Iluminacion irregular en la cara
