sombrero,faceRect,iluminacion_indadecuada,path,postura_inadecuada,lentes_oscuros,lentes_claros,cara_cubierta,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,height,width
0,[246.1241033  128.47704448 125.79626973 130.38737446],1,AbdA_00011_m_31_i_fr_nc_sr_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,167.40909090909088,334.3181818181818,165.2272727272727,309.59090909090907,194.31818181818176,284.8636363636364,221.2272727272727,335.77272727272725,217.59090909090907,480,640
0,[246.1241033  126.64060258 122.12338594 136.81492109],1,AbdA_00012_m_31_i_fr_nc_sr_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,164.5,332.1363636363636,162.31818181818176,310.3181818181818,192.13636363636363,284.8636363636364,224.13636363636363,334.3181818181818,220.5,480,640
0,[242.45121951 122.04949785 118.45050215 137.73314204],0,AbdA_00013_m_31_i_fr_nc_sr_2016_2_e0_nl_o.jpg,0,0,1,0,275.40909090909093,164.5,327.04545454545456,162.31818181818176,304.5,192.86363636363632,275.40909090909093,219.77272727272725,332.1363636363636,216.86363636363632,480,640
0,[247.96054519 131.23170732 120.28694405 133.1420373 ],1,AbdA_00014_m_31_i_fr_nc_sr_2016_2_e0_nl_o.jpg,0,0,1,0,278.3181818181818,167.40909090909088,331.40909090909093,163.77272727272725,309.59090909090907,195.77272727272725,284.1363636363636,226.31818181818178,335.77272727272725,221.95454545454538,480,640
0,[247.04232425 137.65925395 120.28694405 123.95982783],1,AbdA_00015_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.04545454545456,170.31818181818176,331.40909090909093,166.68181818181813,309.59090909090907,199.40909090909088,286.3181818181818,228.49999999999997,337.22727272727275,222.68181818181813,480,640
0,[249.79698709 137.65925395 115.69583931 130.38737446],1,AbdA_00016_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,169.59090909090907,332.1363636363636,165.95454545454538,311.04545454545456,200.13636363636363,282.6818181818182,228.49999999999997,339.4090909090909,224.86363636363632,480,640
0,[250.71520803 137.65925395 119.3687231  128.55093257],1,AbdA_00017_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,169.59090909090907,332.8636363636364,166.68181818181813,311.77272727272725,201.59090909090907,287.77272727272725,229.9545454545454,336.5,226.31818181818178,480,640
0,[253.46987088 136.741033   117.53228121 126.71449067],1,AbdA_00018_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,171.0454545454545,332.1363636363636,169.59090909090907,312.5,203.77272727272725,287.04545454545456,230.68181818181816,334.3181818181818,227.77272727272725,480,640
0,[248.87876614 133.98637016 120.28694405 132.22381636],1,AbdA_00019_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,172.5,333.59090909090907,170.31818181818176,311.04545454545456,203.0454545454545,287.04545454545456,233.59090909090907,339.4090909090909,229.9545454545454,480,640
0,[246.1241033  139.49569584 122.12338594 123.95982783],1,AbdA_00020_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,276.8636363636364,170.31818181818176,334.3181818181818,169.59090909090907,312.5,203.0454545454545,290.6818181818182,232.1363636363636,339.4090909090909,229.9545454545454,480,640
0,[247.04232425 134.9045911  122.12338594 134.06025825],1,AbdA_00021_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,173.2272727272727,333.59090909090907,169.59090909090907,311.77272727272725,203.0454545454545,284.8636363636364,230.68181818181816,339.4090909090909,229.2272727272727,480,640
0,[248.87876614 142.25035868 123.95982783 123.04160689],1,AbdA_00022_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,171.77272727272725,334.3181818181818,168.86363636363632,311.04545454545456,203.77272727272725,286.3181818181818,230.68181818181816,335.77272727272725,229.2272727272727,480,640
0,[251.63342898 136.741033   116.61406026 131.30559541],1,AbdA_00023_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,173.2272727272727,334.3181818181818,171.0454545454545,310.3181818181818,204.5,287.77272727272725,230.68181818181816,337.22727272727275,227.77272727272725,480,640
0,[246.1241033  129.39526542 114.77761836 126.71449067],0,AbdA_00024_m_31_i_fr_nc_hp_2016_2_e0_nl_o.jpg,0,0,1,0,275.40909090909093,164.5,327.04545454545456,163.77272727272725,305.22727272727275,196.5,275.40909090909093,219.0454545454545,332.8636363636364,216.13636363636363,480,640
0,[249.79698709 131.23170732 118.45050215 133.1420373 ],1,AbdA_00025_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,172.5,333.59090909090907,171.77272727272725,312.5,206.68181818181813,284.8636363636364,232.1363636363636,337.22727272727275,229.9545454545454,480,640
0,[247.96054519 128.47704448 122.12338594 141.40602582],1,AbdA_00026_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,174.68181818181813,332.8636363636364,170.31818181818176,311.77272727272725,207.40909090909088,287.04545454545456,236.49999999999997,335.77272727272725,232.86363636363632,480,640
0,[246.1241033  127.55882353 121.20516499 143.24246772],1,AbdA_00027_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,176.86363636363632,332.8636363636364,172.5,311.77272727272725,206.68181818181813,283.40909090909093,237.9545454545454,335.77272727272725,235.0454545454545,480,640
0,[250.71520803 137.65925395 112.94117647 130.38737446],1,AbdA_00028_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,278.3181818181818,176.86363636363632,331.40909090909093,174.68181818181813,309.59090909090907,208.86363636363632,288.5,239.40909090909088,337.95454545454544,235.0454545454545,480,640
0,[250.71520803 142.25035868 111.10473458 124.87804878],1,AbdA_00029_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,276.1363636363636,174.68181818181813,330.68181818181813,173.2272727272727,311.04545454545456,208.86363636363632,287.77272727272725,237.9545454545454,337.95454545454544,232.86363636363632,480,640
0,[250.71520803 138.57747489 117.53228121 134.06025825],1,AbdA_00030_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,175.40909090909088,333.59090909090907,172.5,309.59090909090907,208.86363636363632,289.95454545454544,236.49999999999997,337.22727272727275,232.86363636363632,480,640
0,[249.79698709 132.14992826 119.3687231  138.65136298],1,AbdA_00031_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,175.40909090909088,334.3181818181818,171.77272727272725,311.04545454545456,205.2272727272727,289.95454545454544,237.9545454545454,336.5,234.31818181818178,480,640
0,[247.04232425 133.06814921 119.3687231  130.38737446],1,AbdA_00032_m_31_i_fr_nc_hp_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,175.40909090909088,332.1363636363636,171.77272727272725,311.77272727272725,207.40909090909088,284.1363636363636,232.1363636363636,337.22727272727275,229.9545454545454,480,640
0,[247.96054519 126.64060258 117.53228121 140.48780488],1,AbdA_00033_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,277.59090909090907,168.13636363636363,330.68181818181813,165.2272727272727,309.59090909090907,195.0454545454545,286.3181818181818,229.2272727272727,332.8636363636364,223.40909090909088,480,640
0,[246.1241033  129.39526542 121.20516499 135.89670014],1,AbdA_00034_m_31_i_fr_nc_sr_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,166.68181818181813,335.0454545454545,162.31818181818176,311.04545454545456,192.86363636363632,287.04545454545456,228.49999999999997,338.6818181818182,222.68181818181813,480,640
0,[247.96054519 123.88593974 120.28694405 141.40602582],1,AbdA_00035_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,167.40909090909088,335.0454545454545,162.31818181818176,313.22727272727275,195.77272727272725,287.77272727272725,227.77272727272725,337.22727272727275,223.40909090909088,480,640
0,[247.04232425 131.23170732 122.12338594 134.06025825],1,AbdA_00036_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,168.86363636363632,336.5,166.68181818181813,314.6818181818182,197.95454545454538,290.6818181818182,230.68181818181816,340.1363636363636,225.59090909090907,480,640
0,[249.79698709 124.80416069 121.20516499 135.89670014],1,AbdA_00037_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,170.31818181818176,333.59090909090907,167.40909090909088,313.95454545454544,199.40909090909088,289.22727272727275,230.68181818181816,336.5,227.77272727272725,480,640
0,[247.96054519 127.55882353 120.28694405 142.32424677],1,AbdA_00038_m_31_i_fr_nc_hp_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,168.13636363636363,332.1363636363636,165.2272727272727,310.3181818181818,197.2272727272727,284.8636363636364,225.59090909090907,337.22727272727275,220.5,480,640
0,[249.79698709 127.55882353 116.61406026 138.65136298],1,AbdA_00039_m_31_i_fr_nc_hp_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,167.40909090909088,333.59090909090907,165.2272727272727,311.77272727272725,199.40909090909088,284.1363636363636,225.59090909090907,337.22727272727275,222.68181818181813,480,640
0,[252.55164993 128.47704448 115.69583931 137.73314204],0,AbdA_00040_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,283.40909090909093,173.2272727272727,336.5,172.5,313.22727272727275,205.2272727272727,287.77272727272725,233.59090909090907,338.6818181818182,232.1363636363636,480,640
0,[249.79698709 149.59612626 113.85939742  44.07460545],1,AbdA_00041_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,278.3181818181818,169.59090909090907,332.1363636363636,166.68181818181813,311.77272727272725,197.95454545454538,285.59090909090907,227.0454545454545,335.77272727272725,223.40909090909088,480,640
0,[253.46987088 126.64060258 112.94117647 139.56958393],1,AbdA_00042_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,168.86363636363632,333.59090909090907,165.95454545454538,313.22727272727275,197.2272727272727,287.77272727272725,229.2272727272727,339.4090909090909,228.49999999999997,480,640
0,[252.55164993 135.82281205 114.77761836 134.9784792 ],1,AbdA_00043_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,171.77272727272725,337.22727272727275,169.59090909090907,313.22727272727275,204.5,293.59090909090907,231.40909090909088,335.0454545454545,229.9545454545454,480,640
0,[251.63342898 132.14992826 118.45050215 139.56958393],1,AbdA_00044_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,173.2272727272727,335.0454545454545,170.31818181818176,313.95454545454544,205.2272727272727,291.40909090909093,235.0454545454545,336.5,229.9545454545454,480,640
0,[251.63342898 123.88593974 118.45050215 148.7517934 ],1,AbdA_00045_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,171.0454545454545,336.5,168.86363636363632,314.6818181818182,203.0454545454545,289.22727272727275,229.9545454545454,340.1363636363636,229.2272727272727,480,640
0,[249.79698709 119.29483501 123.04160689 151.50645624],1,AbdA_00046_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,284.8636363636364,172.5,337.95454545454544,169.59090909090907,313.95454545454544,202.31818181818176,288.5,232.86363636363632,337.95454545454544,229.2272727272727,480,640
0,[249.79698709 127.55882353 121.20516499 144.16068867],1,AbdA_00047_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,171.77272727272725,335.0454545454545,171.0454545454545,313.95454545454544,204.5,290.6818181818182,231.40909090909088,335.77272727272725,229.2272727272727,480,640
0,[252.55164993 134.9045911  120.28694405 132.22381636],1,AbdA_00048_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,171.0454545454545,335.77272727272725,171.0454545454545,313.22727272727275,201.59090909090907,290.6818181818182,231.40909090909088,337.95454545454544,230.68181818181816,480,640
0,[251.63342898 126.64060258 120.28694405 137.73314204],1,AbdA_00049_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,173.2272727272727,334.3181818181818,169.59090909090907,313.95454545454544,202.31818181818176,290.6818181818182,233.59090909090907,335.0454545454545,232.1363636363636,480,640
0,[249.79698709 126.64060258 123.04160689 140.48780488],1,AbdA_00050_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,171.77272727272725,337.22727272727275,171.0454545454545,313.95454545454544,201.59090909090907,289.22727272727275,230.68181818181816,339.4090909090909,229.2272727272727,480,640
0,[249.79698709 135.82281205 121.20516499 138.65136298],0,AbdA_00051_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,284.1363636363636,174.68181818181813,335.77272727272725,172.5,313.95454545454544,204.5,287.04545454545456,233.59090909090907,335.77272727272725,232.1363636363636,480,640
0,[250.71520803 129.39526542 121.20516499 141.40602582],1,AbdA_00052_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,284.8636363636364,172.5,337.22727272727275,168.86363636363632,313.22727272727275,201.59090909090907,293.59090909090907,229.9545454545454,335.77272727272725,229.2272727272727,480,640
0,[252.55164993 131.23170732 120.28694405 140.48780488],1,AbdA_00053_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,284.1363636363636,170.31818181818176,341.5909090909091,168.86363636363632,316.8636363636364,200.86363636363632,294.3181818181818,232.1363636363636,340.8636363636364,229.9545454545454,480,640
0,[255.30631277 129.39526542 114.77761836 143.24246772],1,AbdA_00054_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,170.31818181818176,337.95454545454544,167.40909090909088,316.8636363636364,200.13636363636363,290.6818181818182,230.68181818181816,342.3181818181818,227.77272727272725,480,640
0,[254.38809182 118.37661406 116.61406026 145.99713056],1,AbdA_00055_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,164.5,335.77272727272725,165.2272727272727,315.40909090909093,195.77272727272725,295.04545454545456,226.31818181818178,339.4090909090909,227.77272727272725,480,640
0,[251.63342898 121.1312769  115.69583931 145.07890961],1,AbdA_00056_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,171.77272727272725,336.5,168.13636363636363,313.22727272727275,197.95454545454538,287.77272727272725,230.68181818181816,339.4090909090909,227.77272727272725,480,640
0,[250.71520803 122.96771879 119.3687231  145.07890961],1,AbdA_00057_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,283.40909090909093,167.40909090909088,332.8636363636364,164.5,313.95454545454544,197.2272727272727,287.77272727272725,228.49999999999997,338.6818181818182,222.68181818181813,480,640
0,[247.96054519 122.04949785 120.28694405 146.91535151],1,AbdA_00058_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,273.22727272727275,160.86363636363632,332.8636363636364,157.95454545454538,308.1363636363636,193.59090909090907,291.40909090909093,225.59090909090907,336.5,219.77272727272725,480,640
0,[247.96054519 121.1312769  121.20516499 146.91535151],1,AbdA_00059_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,171.77272727272725,334.3181818181818,168.86363636363632,309.59090909090907,199.40909090909088,285.59090909090907,232.1363636363636,332.8636363636364,228.49999999999997,480,640
0,[243.36944046 132.14992826 123.95982783 144.16068867],1,AbdA_00060_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,276.1363636363636,179.0454545454545,330.68181818181813,176.13636363636363,306.6818181818182,207.40909090909088,285.59090909090907,238.68181818181816,332.8636363636364,233.59090909090907,480,640
0,[247.96054519 122.04949785 121.20516499 147.83357245],1,AbdA_00061_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,174.68181818181813,332.8636363636364,170.31818181818176,310.3181818181818,203.77272727272725,285.59090909090907,232.86363636363632,333.59090909090907,230.68181818181816,480,640
0,[254.38809182 119.29483501 116.61406026 150.58823529],0,AbdA_00062_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,283.40909090909093,173.2272727272727,335.0454545454545,171.77272727272725,313.22727272727275,205.2272727272727,286.3181818181818,233.59090909090907,337.95454545454544,232.1363636363636,480,640
0,[249.79698709 124.80416069 118.45050215 141.40602582],1,AbdA_00063_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,277.59090909090907,173.2272727272727,332.1363636363636,168.86363636363632,310.3181818181818,203.0454545454545,289.95454545454544,232.86363636363632,336.5,229.9545454545454,480,640
0,[247.04232425 133.98637016 119.3687231  136.81492109],1,AbdA_00064_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,172.5,335.0454545454545,170.31818181818176,313.22727272727275,202.31818181818176,286.3181818181818,232.86363636363632,334.3181818181818,229.9545454545454,480,640
0,[248.87876614 133.06814921 122.12338594 139.56958393],1,AbdA_00065_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,171.0454545454545,331.40909090909093,168.86363636363632,311.77272727272725,201.59090909090907,288.5,233.59090909090907,335.77272727272725,230.68181818181816,480,640
0,[247.04232425 133.06814921 121.20516499 139.56958393],1,AbdA_00066_m_31_i_fr_nc_sd_2016_2_e0_nl_o.jpg,0,0,1,0,277.59090909090907,177.59090909090907,331.40909090909093,172.5,311.04545454545456,205.2272727272727,284.8636363636364,236.49999999999997,335.0454545454545,233.59090909090907,480,640
0,[246.1241033  129.39526542 125.79626973 140.48780488],1,AbdA_00067_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,277.59090909090907,174.68181818181813,332.8636363636364,171.77272727272725,311.04545454545456,205.95454545454538,287.77272727272725,237.2272727272727,335.0454545454545,232.1363636363636,480,640
0,[252.55164993 126.64060258 118.45050215 142.32424677],1,AbdA_00068_m_31_i_fr_nc_hp_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,172.5,333.59090909090907,168.86363636363632,313.22727272727275,203.0454545454545,285.59090909090907,230.68181818181816,339.4090909090909,224.13636363636363,480,640
0,[254.38809182 128.47704448 116.61406026 134.06025825],1,AbdA_00069_m_31_i_fr_nc_hp_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,168.86363636363632,335.77272727272725,165.2272727272727,313.22727272727275,197.95454545454538,288.5,227.77272727272725,339.4090909090909,223.40909090909088,480,640
0,[251.63342898 122.04949785 119.3687231  144.16068867],1,AbdA_00070_m_31_i_fr_nc_sr_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,167.40909090909088,334.3181818181818,165.2272727272727,314.6818181818182,195.77272727272725,287.77272727272725,227.77272727272725,338.6818181818182,222.68181818181813,480,640
0,[252.55164993 130.31348637 114.77761836 130.38737446],1,AbdA_00071_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,164.5,335.77272727272725,162.31818181818176,312.5,195.0454545454545,290.6818181818182,225.59090909090907,339.4090909090909,221.95454545454538,480,640
0,[250.71520803 126.64060258 116.61406026 137.73314204],1,AbdA_00072_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,166.68181818181813,333.59090909090907,164.5,313.22727272727275,196.5,286.3181818181818,227.0454545454545,338.6818181818182,223.40909090909088,480,640
0,[255.30631277 135.82281205 113.85939742 131.30559541],0,AbdA_00073_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,283.40909090909093,174.68181818181813,335.77272727272725,171.77272727272725,313.95454545454544,205.2272727272727,288.5,235.0454545454545,339.4090909090909,232.1363636363636,480,640
0,[250.71520803 122.04949785 121.20516499 147.83357245],1,AbdA_00074_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,167.40909090909088,336.5,163.77272727272725,313.22727272727275,196.5,285.59090909090907,225.59090909090907,337.95454545454544,222.68181818181813,480,640
0,[251.63342898 124.80416069 119.3687231  140.48780488],1,AbdA_00075_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.22727272727275,166.68181818181813,335.77272727272725,164.5,314.6818181818182,195.77272727272725,287.04545454545456,227.0454545454545,338.6818181818182,223.40909090909088,480,640
0,[249.79698709 126.64060258 118.45050215 134.9784792 ],1,AbdA_00076_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,168.86363636363632,335.77272727272725,165.95454545454538,313.95454545454544,197.2272727272727,287.77272727272725,227.77272727272725,340.1363636363636,223.40909090909088,480,640
0,[250.71520803 126.64060258 118.45050215 138.65136298],1,AbdA_00077_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,280.5,169.59090909090907,336.5,165.95454545454538,313.95454545454544,199.40909090909088,289.22727272727275,228.49999999999997,339.4090909090909,224.86363636363632,480,640
0,[249.79698709 126.64060258 123.04160689 135.89670014],1,AbdA_00078_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,279.77272727272725,168.86363636363632,335.0454545454545,165.95454545454538,314.6818181818182,199.40909090909088,290.6818181818182,227.77272727272725,337.22727272727275,224.86363636363632,480,640
0,[248.87876614 124.80416069 123.04160689 140.48780488],1,AbdA_00079_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,168.13636363636363,335.77272727272725,166.68181818181813,314.6818181818182,199.40909090909088,294.3181818181818,228.49999999999997,335.77272727272725,224.86363636363632,480,640
0,[254.38809182 128.47704448 117.53228121 132.22381636],1,AbdA_00080_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,283.40909090909093,167.40909090909088,335.77272727272725,164.5,314.6818181818182,199.40909090909088,291.40909090909093,228.49999999999997,338.6818181818182,225.59090909090907,480,640
0,[251.63342898 126.64060258 119.3687231  139.56958393],1,AbdA_00081_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,165.95454545454538,335.77272727272725,165.2272727272727,314.6818181818182,197.2272727272727,289.22727272727275,225.59090909090907,337.95454545454544,224.13636363636363,480,640
0,[249.79698709 124.80416069 122.12338594 135.89670014],1,AbdA_00082_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,284.1363636363636,165.95454545454538,335.77272727272725,162.31818181818176,313.22727272727275,197.2272727272727,291.40909090909093,227.0454545454545,337.95454545454544,221.95454545454538,480,640
0,[252.55164993 128.47704448 116.61406026 128.55093257],1,AbdA_00083_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,166.68181818181813,335.77272727272725,162.31818181818176,314.6818181818182,196.5,292.8636363636364,225.59090909090907,340.8636363636364,221.95454545454538,480,640
0,[253.46987088 136.741033   115.69583931 134.9784792 ],0,AbdA_00084_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,281.95454545454544,175.40909090909088,336.5,174.68181818181813,313.22727272727275,204.5,287.77272727272725,234.31818181818178,335.0454545454545,232.1363636363636,480,640
0,[252.55164993 127.55882353 117.53228121 137.73314204],1,AbdA_00085_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,283.40909090909093,166.68181818181813,335.0454545454545,163.0454545454545,315.40909090909093,195.77272727272725,288.5,225.59090909090907,342.3181818181818,222.68181818181813,480,640
0,[253.46987088 130.31348637 114.77761836 129.46915352],1,AbdA_00086_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,284.1363636363636,167.40909090909088,335.77272727272725,163.0454545454545,313.95454545454544,194.31818181818176,287.04545454545456,224.86363636363632,343.04545454545456,219.77272727272725,480,640
0,[251.63342898 130.31348637 116.61406026 131.30559541],1,AbdA_00087_m_31_i_fr_nc_no_2016_2_e0_nl_o.jpg,0,0,1,0,282.6818181818182,165.95454545454538,337.22727272727275,163.77272727272725,314.6818181818182,195.0454545454545,287.04545454545456,223.40909090909088,340.8636363636364,220.5,480,640
