path,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,lentes_claros,lentes_oscuros,ilumincacion,cara_cubierta,postura_inadecuada,sombrero,bb_x1,bb_y1,bb_x2,bb_y2
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11204-60-45.jpg,144.5,81.5,194.5,83.5,174,108,146,135,187,136,0,0,1,0,1,0,132.93658,90.920494,265.89102,261.82123
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11205-60-30.jpg,144.5,81.5,194.5,83.5,174,108,146,135,187,136,0,0,1,0,1,0,118.47796,94.40471,243.05672,259.35944
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11208-60+15.jpg,101.0,176.0,150.0,169.0,132,219,115,231,156,228,0,0,1,0,1,0,76.551186,101.297585,188.82729,257.50006
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11207-60+0.jpg,129.0,173.5,180.0,173.5,162,218,135,229,176,228,0,0,1,0,1,0,91.45218,92.892494,201.49663,264.23215
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11209-60+30.jpg,129.0,173.5,180.0,173.5,162,218,135,229,176,228,0,0,1,0,1,0,58.108536,98.046265,175.82892,258.4186
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11210-60+45.jpg,129.0,173.5,180.0,173.5,162,218,135,229,176,228,0,0,1,0,1,0,20.695679,84.836334,163.44696,272.88455
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11214-30-90.jpg,129.0,173.5,180.0,173.5,162,218,135,229,176,228,0,0,1,0,1,0,152.54655,71.71004,278.76404,251.33165
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11215-30-75.jpg,129.0,173.5,180.0,173.5,162,218,135,229,176,228,0,0,1,0,1,0,141.35324,74.65813,266.6096,233.61491
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11216-30-60.jpg,129.0,173.5,180.0,173.5,162,218,135,229,176,228,0,0,1,0,1,0,130.81677,64.83329,243.99133,240.18823
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11217-30-45.jpg,192.5,142.0,235.0,146.0,231,190,189,207,227,207,0,0,1,0,1,0,117.96814,70.096466,233.97601,237.55417
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11218-30-30.jpg,164.0,146.0,211.5,146.0,202,190,166,207,204,206,0,0,1,0,1,0,103.033356,73.36662,221.66441,243.50174
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11219-30-15.jpg,145.0,147.0,195.0,145.5,180,191,149,208,190,207,0,0,1,0,1,0,95.99043,73.52531,211.92874,247.98096
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11220-30+0.jpg,126.5,149.5,178.5,148.5,159,194,132,210,174,209,0,0,1,0,1,0,87.07611,73.19469,201.63359,251.43744
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11221-30+15.jpg,104.5,152.0,155.0,150.5,132,197,113,212,155,212,0,0,1,0,1,0,76.54091,75.47391,189.39598,248.86961
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11222-30+30.jpg,81.0,154.5,126.5,152.5,106,200,91,214,129,214,0,0,1,0,1,0,55.45587,77.224,177.17603,248.34628
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11228-15-75.jpg,81.0,154.5,126.5,152.5,106,200,91,214,129,214,0,0,1,0,1,0,131.65677,62.25576,251.45181,241.14272
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11229-15-60.jpg,81.0,154.5,126.5,152.5,106,200,91,214,129,214,0,0,1,0,1,0,121.66157,58.372337,240.98764,240.2971
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11230-15-45.jpg,182.5,133.5,226.0,133.0,226,176,188,196,221,192,0,0,1,0,1,0,112.58283,57.39032,227.09882,238.01035
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11231-15-30.jpg,166.5,131.0,212.5,132.0,205,175,168,193,205,192,0,0,1,0,1,0,101.17578,66.022804,222.74094,241.786
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11232-15-15.jpg,143.0,130.5,194.0,130.5,180,174,148,195,189,194,0,0,1,0,1,0,90.346535,66.03257,210.07214,235.53638
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11233-15+0.jpg,130.5,131.5,181.5,132.0,162,175,134,195,176,194,0,0,1,0,1,0,84.811966,60.06433,203.59045,234.32051
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11234-15+15.jpg,112.0,132.5,162.5,133.5,140,177,116,196,158,197,0,0,1,0,1,0,80.24997,59.784534,194.65077,235.58653
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11235-15+30.jpg,92.0,134.0,140.0,134.5,113,178,95,197,134,199,0,0,1,0,1,0,67.198975,58.123066,180.60623,239.58603
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11236-15+45.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,48.594234,56.182243,161.49844,237.4979
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11237-15+60.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,27.844728,53.09125,155.04259,230.15887
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11238-15+75.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,12.953367,60.674633,129.16708,231.31395
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11239-15+90.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,10.529823,62.53139,114.69313,224.70096
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11240+0-90.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,142.04274,51.464767,253.86502,219.9773
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11241+0-75.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,131.96939,52.52922,243.40555,231.02809
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11242+0-60.jpg,68.0,131.5,107.5,135.0,77,174,68,180,103,188,0,0,1,0,1,0,113.85912,48.462807,226.5536,240.32062
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11245+0-15.jpg,137.0,123.5,188.0,120.5,176,163,146,187,187,183,0,0,1,0,1,0,84.95536,53.184143,203.7681,222.55728
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11246+0+0.jpg,124.0,122.0,175.0,122.0,156,164,128,185,170,185,0,0,1,0,1,0,84.653786,53.47416,202.36372,224.61444
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11247+0+15.jpg,107.5,122.5,156.5,123.0,133,165,109,186,151,187,0,0,1,0,1,0,75.74957,55.890457,190.14105,222.32437
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11257+15-30.jpg,160.0,117.5,206.0,115.0,202,156,169,182,208,178,0,0,1,0,1,0,99.20763,46.6491,214.90883,219.07385
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11258+15-15.jpg,143.0,116.5,193.0,115.5,181,157,151,181,192,178,0,0,1,0,1,0,88.34039,47.405937,205.36307,218.7366
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11259+15+0.jpg,126.0,115.0,177.0,115.0,157,156,130,178,173,178,0,0,1,0,1,0,83.75204,47.05945,204.03354,220.33267
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person11260+15+15.jpg,108.5,118.0,157.0,118.0,132,159,111,180,151,181,0,0,1,0,1,0,75.51023,52.29123,189.73064,218.59001
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10144+0-30.jpg,222.5,109.5,273.5,109.0,263,144,233,171,275,169,0,0,0,0,1,0,156.05753,54.66681,278.0163,212.49086
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10143+0-45.jpg,243.0,108.0,286.5,106.0,286,141,256,169,290,165,0,0,0,0,1,0,171.4925,49.66108,286.15958,209.44507
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10142+0-60.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,176.64201,52.949417,290.0691,206.34111
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10141+0-75.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,189.40295,48.46055,307.58087,218.75073
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10140+0-90.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,189.14313,39.948013,310.1669,202.1096
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10101-60-90.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,192.37851,103.43595,324.5758,256.83044
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10102-60-75.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,180.2965,99.81046,316.89203,260.98935
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10103-60-60.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,176.77567,99.89906,308.5571,257.92
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10104-60-45.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,180.07938,105.91793,295.81082,255.31479
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10105-60-30.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,163.93408,95.21715,288.96545,262.91455
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10106-60-15.jpg,256.0,108.0,290.5,101.0,301,140,270,169,298,163,0,0,0,0,1,0,150.6749,103.13807,269.95673,260.1873
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10107-60+0.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,130.56952,102.50403,242.90373,267.46005
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10108-60+15.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,125.859604,110.08614,242.31296,266.9538
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10109-60+30.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,112.68498,105.64431,224.238,276.39554
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10110-60+45.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,99.34648,100.14403,216.57327,278.2124
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10111-60+60.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,75.888504,123.072365,187.30338,272.6963
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10112-60+75.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,62.869892,112.95476,180.61375,263.62326
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10113-60+90.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,60.651443,123.97958,158.06784,256.4782
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person10114-30-90.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,0,0,1,0,190.18396,55.325527,305.11768,236.19002
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09101-60-90.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,1,0,1,0,179.169,128.06729,298.00113,278.37598
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09102-60-75.jpg,176.0,180.5,230.0,177.0,208,226,186,233,227,231,0,0,1,0,1,0,166.6483,138.65915,289.29834,284.2373
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09107-60+0.jpg,150.5,180.5,204.0,183.0,184,222,151,230,198,232,0,0,1,0,1,0,108.08598,118.47956,219.20503,268.2241
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09108-60+15.jpg,135.0,181.5,187.5,184.5,164,224,136,229,182,233,0,0,1,0,1,0,99.515785,120.418655,204.37903,267.59656
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09109-60+30.jpg,115.0,182.5,163.0,184.0,141,223,120,230,164,233,0,0,1,0,1,0,87.415245,114.38028,194.51376,263.48132
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09110-60+45.jpg,93.5,175.5,134.5,175.0,111,215,105,229,137,228,0,0,1,0,1,0,64.3195,92.60519,177.46237,255.86926
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09115-30-75.jpg,93.5,175.5,134.5,175.0,111,215,105,229,137,228,0,0,1,0,1,0,184.69775,87.53618,285.66895,252.06726
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09116-30-60.jpg,93.5,175.5,134.5,175.0,111,215,105,229,137,228,0,0,1,0,1,0,175.9267,80.301414,286.67114,250.84503
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09117-30-45.jpg,228.5,159.5,267.5,163.0,259,201,222,214,256,217,0,0,1,0,1,0,154.65485,83.23965,268.25967,253.26207
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09119-30-15.jpg,188.0,155.5,235.5,159.5,219,197,187,211,226,213,0,0,1,0,1,0,126.64021,79.328735,247.72838,256.89227
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09120-30+0.jpg,150.0,158.5,202.0,158.5,183,198,156,213,198,213,0,0,1,0,1,0,105.94636,83.487526,223.95917,252.62582
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09121-30+15.jpg,119.5,162.5,166.5,161.5,145,200,126,215,166,216,0,0,1,0,1,0,86.47271,92.06987,198.34293,247.42334
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09122-30+30.jpg,97.5,164.0,143.0,163.0,121,203,109,218,143,218,0,0,1,0,1,0,77.18384,83.05196,185.472,257.81943
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09123-30+45.jpg,74.0,168.0,111.0,168.0,90,206,85,216,114,218,0,0,1,0,1,0,43.8443,77.948326,160.39146,263.72012
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09124-30+60.jpg,58.0,164.0,88.0,168.5,68,197,58,205,83,210,0,0,1,0,1,0,39.621677,84.30384,149.35153,257.5896
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09125-30+75.jpg,58.0,164.0,88.0,168.5,68,197,58,205,83,210,0,0,1,0,1,0,35.091423,91.22994,130.7472,257.20746
C:\Users\isaac\Downloads\kara2018_headposeannotations\all_pics\person09127-15-90.jpg,58.0,164.0,88.0,168.5,68,197,58,205,83,210,0,0,1,0,1,0,177.2816,72.62246,266.7798,241.25423
