,path,bb_x1,bb_y1,bb_x2,bb_y2
152,10136.jpg,362.20642,176.5856,759.8865,959.095
153,10137.jpg,201.90051,162.24948,782.376,949.89136
154,10138.jpg,222.28305,122.43094,770.5176,974.7417
155,10139.jpg,334.88702,135.90637,836.6678,968.6603
156,1014.jpg,226.34589,39.44876,886.71124,970.9563
157,10140.jpg,128.96115,160.01096,785.32007,1019.6168
158,10141.jpg,217.97418,116.85068,793.6499,966.0801
159,10142.jpg,230.32132,200.77698,782.3883,928.0748
160,10143.jpg,312.27808,229.39078,752.4894,882.96216
161,10144.jpg,290.15912,222.19681,874.32025,956.4204
162,10145.jpg,274.9007,147.2279,915.38605,955.7367
163,10146.jpg,157.4089,119.20752,755.08875,995.0045
164,10147.jpg,262.4178,128.08337,784.1857,955.8418
165,10148.jpg,220.38394,201.0857,743.4252,983.2433
166,10149.jpg,324.24545,28.666443,967.57385,977.198
167,1015.jpg,215.2587,74.293915,787.7908,973.58044
168,10150.jpg,250.96701,159.69247,791.9597,984.7455
169,10151.jpg,348.39807,21.517426,936.1583,916.81396
170,10152.jpg,258.00815,173.09848,818.947,1009.75635
171,10153.jpg,78.46854,103.08374,818.67676,968.0691
172,10154.jpg,277.69604,112.110596,809.21606,1016.83923
173,10155.jpg,174.41309,179.86295,734.92694,896.75806
174,10156.jpg,235.37445,346.44504,764.86273,900.4772
175,10157.jpg,191.80399,297.12634,754.5679,957.6981
176,10158.jpg,212.08038,197.26132,881.03534,943.35156
177,10159.jpg,307.32986,163.00021,830.63965,920.79724
178,1016.jpg,242.4519,156.36545,800.8402,992.2832
179,10160.jpg,241.20181,177.27707,792.2412,973.511
180,10161.jpg,224.12833,147.8923,747.46484,945.28687
181,10162.jpg,218.22614,107.758484,789.1592,963.7736
182,10163.jpg,210.04453,136.69702,771.2218,1019.16235
183,10164.jpg,194.87506,180.52542,744.6889,936.2527
184,10165.jpg,277.09854,226.48965,789.964,957.70435
185,10166.jpg,193.05652,115.1275,869.1543,1045.5466
186,10167.jpg,266.91986,151.5867,759.6757,933.97546
187,10168.jpg,375.1798,269.64783,621.39935,701.25385
188,10169.jpg,228.3645,162.11838,759.00323,928.1583
189,1017.jpg,229.6641,132.89459,830.0437,939.63007
190,10170.jpg,221.26617,148.18597,827.76984,982.60736
191,10171.jpg,308.34772,159.23691,905.992,943.1245
192,10172.jpg,272.06213,176.2681,800.99976,964.9252
193,10173.jpg,218.60507,149.69336,810.4536,1013.35315
194,10174.jpg,370.48352,82.519226,845.192,927.38165
195,10175.jpg,170.99182,156.81778,775.87476,1026.1273
196,10176.jpg,204.53128,218.33914,791.82056,919.6284
197,10177.jpg,244.6214,154.26947,783.64703,1004.893
198,10178.jpg,212.68152,119.45758,763.3489,974.21344
199,10179.jpg,205.15625,73.748505,793.22864,1013.21985
200,1018.jpg,226.57172,181.05746,807.7836,955.1439
201,10180.jpg,210.92303,173.97845,756.9188,938.5208
202,10181.jpg,268.98956,144.1383,812.1037,968.2418
203,10182.jpg,233.53622,261.4626,774.85767,871.0489
204,10183.jpg,259.5734,227.75247,812.0028,941.2213
205,10184.jpg,349.9157,134.95462,828.4688,944.5598
206,10185.jpg,210.06543,207.79752,792.86786,945.1366
207,10186.jpg,88.02835,119.01538,744.1321,935.60144
208,10187.jpg,218.27014,173.43555,847.14233,960.16296
209,10188.jpg,171.25717,238.4161,790.67993,920.7528
210,10189.jpg,222.60294,155.19241,792.30994,937.36084
211,1019.jpg,316.46838,105.06857,853.0442,987.83203
212,10190.jpg,218.45026,212.84958,777.9456,937.7501
213,10191.jpg,266.64108,146.48672,760.17664,992.9049
214,10192.jpg,219.33554,95.758514,807.40344,957.94543
215,10193.jpg,210.96252,116.967926,801.65546,994.9027
216,10194.jpg,249.35202,117.678406,853.3867,973.9836
217,10195.jpg,215.95569,108.34549,806.8608,1000.00366
218,10196.jpg,249.97629,161.85104,765.88293,926.526
219,10197.jpg,405.02795,191.77966,908.496,912.09045
220,10198.jpg,246.05292,168.49585,775.19763,926.31946
221,10199.jpg,237.89456,126.72269,772.0831,959.48083
222,102.jpg,294.6353,220.919,772.785,964.3907
223,1020.jpg,259.91983,160.0044,806.63513,975.70764
224,10200.jpg,275.21008,180.94489,761.3801,945.79865
225,10201.jpg,256.98825,124.43405,800.18445,978.4874
226,10202.jpg,189.4183,187.63425,785.24207,928.0646
227,10203.jpg,307.6997,230.14218,845.5786,948.73157
228,10204.jpg,305.59845,241.5292,853.07477,991.0304
229,10205.jpg,308.83386,180.57883,809.25366,984.87354
230,10206.jpg,240.70465,227.60788,820.00507,926.2909
231,10207.jpg,181.58948,114.97067,853.22205,1014.7219
232,10208.jpg,253.43109,142.4725,865.88104,935.5808
233,10209.jpg,296.4391,64.72867,885.276,986.4188
234,1021.jpg,294.19376,112.6185,853.46826,1007.3191
235,10210.jpg,269.70865,209.32977,816.0502,934.44586
236,10211.jpg,206.29236,153.8486,840.9353,993.1449
237,10212.jpg,221.79584,78.87433,872.9483,960.11993
238,10213.jpg,163.53894,21.156647,769.44366,1038.1005
239,10214.jpg,143.4526,138.21872,816.00195,977.45764
240,10215.jpg,193.64374,46.299774,816.29254,998.2716
241,10216.jpg,240.8771,66.12573,780.63904,975.11707
242,10217.jpg,177.0188,135.83133,729.5349,936.2312
243,10218.jpg,227.3292,118.167725,834.9169,953.12085
244,10219.jpg,269.6317,165.39444,768.0786,982.9745
245,1022.jpg,263.29718,187.8855,845.6965,947.5646
246,10220.jpg,134.67786,129.53812,729.8345,971.27954
247,10221.jpg,351.36963,163.56152,881.2666,995.58264
248,10222.jpg,258.86548,207.23111,749.9931,925.35266
249,10223.jpg,251.4163,166.5033,749.42786,944.3834
250,10224.jpg,219.4672,185.55612,754.61743,953.88684
251,10225.jpg,254.69403,147.49902,804.1744,948.5431
252,10226.jpg,236.00122,130.40497,877.7501,1001.69073
253,10227.jpg,137.57996,155.20963,681.5762,952.6509
254,10228.jpg,294.93604,168.08438,761.0415,996.2103
255,10229.jpg,228.52377,129.12851,840.79565,980.77246
256,1023.jpg,261.7323,150.39163,747.67224,962.7578
257,10230.jpg,283.34152,151.39728,880.08606,970.5986
258,10231.jpg,212.50787,168.9754,755.3231,946.93475
259,10232.jpg,232.28595,121.83719,813.9355,979.5864
260,10233.jpg,212.49649,207.40237,772.40173,885.35425
261,10234.jpg,267.1501,137.3446,877.8234,963.50476
262,10235.jpg,167.7826,84.331635,775.2676,1036.537
263,10236.jpg,199.26962,172.49933,808.0211,945.98785
264,10237.jpg,203.69423,209.0597,709.5696,935.6671
265,10238.jpg,264.59918,87.812164,889.6231,1017.19104
266,10239.jpg,283.80832,199.13138,914.8329,967.60693
267,1024.jpg,253.76541,85.984314,814.09485,1004.23737
268,10240.jpg,157.82959,244.46051,748.94745,954.23785
269,10241.jpg,158.82797,236.30331,789.4961,921.2561
270,10242.jpg,294.16986,162.95535,859.1702,1012.74536
271,10243.jpg,302.5982,142.49457,812.48004,985.1894
272,10244.jpg,324.93542,104.043335,779.2649,990.1987
273,10245.jpg,220.93839,213.41516,802.2549,978.14
274,10246.jpg,221.47488,144.60141,776.11426,966.9791
275,10247.jpg,271.67798,175.89142,847.62317,916.24457
276,10248.jpg,301.9068,176.8963,719.7171,938.41315
277,10249.jpg,218.62823,191.15771,766.52844,950.9724
278,1025.jpg,229.17953,190.42685,801.84607,975.96375
279,10250.jpg,258.2954,59.081757,815.92957,1055.1167
280,10251.jpg,221.94159,84.18591,822.86566,982.61865
281,10252.jpg,249.59012,144.94354,802.52673,986.78644
282,10253.jpg,204.29535,149.21225,815.86725,967.7103
283,10254.jpg,260.79742,207.29044,815.9012,964.12683
284,10255.jpg,272.81458,142.3443,757.52344,1029.6816
285,10256.jpg,286.39075,117.056244,830.41296,965.23376
286,10257.jpg,281.25238,193.50317,770.36884,907.76855
287,10258.jpg,264.68665,132.20432,752.3677,913.973
288,10259.jpg,299.45645,107.23251,812.463,981.2478
289,1026.jpg,244.65341,169.44269,763.04614,935.9643
290,10260.jpg,103.36081,148.44772,715.5005,969.6947
291,10261.jpg,226.59155,187.63593,750.43774,910.9637
292,10262.jpg,142.90387,156.53125,721.5421,953.71643
293,10263.jpg,142.90387,156.53125,721.5421,953.71643
294,10264.jpg,256.2296,136.45685,739.2921,932.3487
295,10265.jpg,224.28195,137.38058,821.9761,991.4381
296,10266.jpg,331.71005,142.64294,898.6185,903.44226
297,10267.jpg,271.1012,144.86511,771.5774,991.81335
298,10268.jpg,240.25058,145.38208,734.28406,941.3567
299,10269.jpg,193.87445,9.962372,905.27496,1005.2201
300,1027.jpg,226.62415,123.67639,812.8956,999.3312
301,10270.jpg,259.03348,68.51309,818.28186,934.9509
302,10271.jpg,254.26947,69.66385,847.9351,977.92065
303,10272.jpg,187.94391,243.23544,748.8523,917.6387
304,10273.jpg,213.74866,172.956,748.9525,954.7996
305,10274.jpg,205.95258,167.07397,808.21387,980.46387
306,10275.jpg,197.61847,178.61523,816.182,888.869
307,10276.jpg,282.36935,129.04416,867.83167,910.43445
308,10277.jpg,239.95537,171.08432,743.0804,961.3192
309,10278.jpg,225.40054,118.9389,798.7925,1037.6113
310,10279.jpg,254.95837,92.13852,773.2949,957.19653
311,1028.jpg,227.30035,163.42569,773.62317,984.8629
312,10280.jpg,246.07587,188.48306,789.477,937.04736
313,10281.jpg,241.12967,144.93515,781.2898,974.9009
314,10282.jpg,230.39655,163.505,792.60944,955.09314
315,10283.jpg,312.26468,153.71692,692.1249,994.9883
316,10284.jpg,201.29543,173.38538,702.9503,959.2489
317,10285.jpg,156.59402,42.1893,733.6891,1010.193
318,10286.jpg,271.93262,92.51105,779.69324,992.03253
319,10287.jpg,249.40273,127.73068,752.69916,974.0226
320,10288.jpg,236.4682,169.33524,756.13477,972.2826
321,10289.jpg,219.68378,184.2651,963.85114,987.4574
322,1029.jpg,268.2675,91.86197,985.0985,1013.6322
323,10290.jpg,252.07532,189.94394,781.6444,930.9918
324,10291.jpg,216.36887,208.59003,727.1836,983.1849
325,10292.jpg,160.94104,205.40997,738.73706,967.08405
326,10293.jpg,161.06163,236.29211,622.2161,883.81934
327,10294.jpg,273.59436,131.60104,778.6459,993.4241
328,10295.jpg,338.49838,147.44397,874.21606,943.9335
329,10296.jpg,195.6539,257.85886,816.6144,882.7345
330,10297.jpg,222.07785,109.68039,776.041,987.3257
331,10298.jpg,168.67334,90.54715,836.9825,1009.001
332,10299.jpg,257.5723,181.59021,794.9856,992.381
333,103.jpg,266.06213,91.04352,756.02966,916.3132
334,1030.jpg,248.0149,105.3154,772.9224,1029.9274
335,10300.jpg,181.25943,52.799683,825.2135,917.86285
336,10301.jpg,268.36514,297.13235,793.9752,965.28186
337,10302.jpg,232.87057,171.7952,792.9614,942.24854
338,10303.jpg,173.7799,263.86285,878.30774,942.81464
339,10304.jpg,77.767944,114.29892,757.81995,997.6753
340,10305.jpg,223.68472,177.90585,791.61816,1004.3623
341,10306.jpg,291.3669,179.08664,788.96985,965.8816
342,10307.jpg,133.96573,131.23343,785.7811,932.46716
343,10308.jpg,139.70853,185.3996,704.6389,964.47284
344,10309.jpg,236.76004,215.1832,753.1577,961.57996
345,1031.jpg,152.87186,145.87369,742.2374,992.55566
346,10310.jpg,238.37054,216.68375,760.6512,956.61536
347,10311.jpg,254.13162,209.71725,774.20996,999.10876
348,10312.jpg,236.51395,34.988617,830.75,985.5785
349,10313.jpg,177.08847,171.84128,666.64075,915.50854
350,10314.jpg,192.37775,62.959106,748.8687,1014.4889
351,10315.jpg,199.04495,148.43588,795.1151,952.9675
352,10316.jpg,221.84268,148.13293,749.44055,960.6985
353,10317.jpg,265.8469,209.07135,850.2147,934.311
354,10318.jpg,255.72194,165.57458,767.0032,972.6354
355,10319.jpg,237.84958,121.72046,831.34985,959.51355
356,1032.jpg,291.56412,150.95374,875.84985,956.8192
357,10320.jpg,203.55774,187.64755,777.9094,959.4889
358,10321.jpg,266.2171,195.91434,858.4129,945.0636
359,10322.jpg,290.48398,126.93112,858.1013,976.29236
360,10323.jpg,328.4876,145.7933,809.8923,1000.692
361,10324.jpg,201.13025,173.38199,723.38837,927.9513
362,10325.jpg,279.35455,161.18271,748.04987,957.10095
363,10326.jpg,201.08557,181.40714,830.6155,962.1929
364,10327.jpg,265.01245,148.05594,770.2428,987.8618
365,10328.jpg,235.61674,188.0939,733.0773,905.536
366,10329.jpg,267.07986,157.13342,862.4761,995.0222
367,1033.jpg,245.96564,171.72928,789.0151,936.5764
368,10330.jpg,244.67358,151.06631,817.5414,920.62634
369,10331.jpg,257.10614,70.98526,994.727,1029.0028
370,10332.jpg,233.0795,159.36273,794.7112,951.04047
371,10333.jpg,225.98953,150.50375,875.58276,959.937
372,10334.jpg,291.98703,155.56586,837.5228,923.94696
373,10335.jpg,241.31998,108.97696,760.45776,1015.99
374,10336.jpg,221.3808,116.000275,783.5364,977.25684
375,10337.jpg,260.03854,194.61356,780.2466,966.875
376,10338.jpg,248.12506,311.7969,799.96796,924.3113
377,10339.jpg,258.12628,162.28592,893.2038,950.39185
378,1034.jpg,220.76843,219.76733,798.8679,973.0206
379,10340.jpg,224.40244,178.66745,893.0792,996.1354
380,10341.jpg,217.04742,108.50372,837.6962,979.13556
381,10342.jpg,240.72601,194.87064,795.5561,962.9889
382,10343.jpg,226.52368,2.4432373,847.3961,1038.9385
383,10344.jpg,300.46204,148.15921,723.0526,924.3113
384,10345.jpg,159.23749,182.41321,741.0085,901.69385
385,10346.jpg,328.84866,134.61383,912.5664,967.6872
386,10347.jpg,283.15363,148.1661,859.07465,959.93567
387,10348.jpg,345.01492,210.1915,839.5664,985.67896
388,10349.jpg,283.84744,155.7514,807.6001,968.4847
389,1035.jpg,223.3153,202.5917,761.1921,936.4352
390,10350.jpg,268.42053,306.74887,718.1311,837.3064
391,10351.jpg,238.34875,56.41629,890.22,1019.0525
392,10352.jpg,233.79391,174.7313,817.022,932.02905
393,10353.jpg,268.6705,169.47531,833.35315,955.2389
394,10354.jpg,275.92822,259.52377,777.49475,903.7577
395,10355.jpg,252.50912,183.55362,788.8772,971.18335
396,10356.jpg,348.16418,139.84299,823.2257,949.78674
397,10357.jpg,173.94589,209.6741,763.9852,990.4297
398,10358.jpg,88.12308,184.36407,822.25806,952.51044
399,10359.jpg,253.46945,175.2861,827.802,943.53784
400,1036.jpg,217.59277,248.52774,761.98096,963.17395
401,10360.jpg,315.80695,127.65814,869.3941,906.44525
402,10361.jpg,171.77307,117.98349,781.81586,1004.18787
403,10362.jpg,319.29803,73.749054,810.94855,976.85547
404,10363.jpg,226.55081,140.97879,790.31506,993.61206
405,10364.jpg,217.23166,74.62686,747.94824,920.8866
406,10365.jpg,304.2262,205.06161,854.7932,949.2333
407,10366.jpg,198.11017,184.39395,779.4237,985.7848
408,10367.jpg,229.15091,199.2908,762.7827,941.79663
409,10368.jpg,223.23087,209.11246,753.68774,1007.6914
410,10369.jpg,246.84515,157.17178,775.2511,905.7705
411,1037.jpg,259.6672,85.97464,828.5747,1028.8148
412,10370.jpg,192.87552,207.7201,780.5698,1008.77576
413,10371.jpg,275.63235,211.19815,814.3744,967.59436
414,10372.jpg,274.82538,136.64737,754.1042,952.23645
415,10373.jpg,268.1339,186.51025,744.55536,954.38525
416,10374.jpg,146.11166,152.14188,779.14136,938.6902
417,10375.jpg,208.96747,314.98572,770.6728,901.12366
418,10376.jpg,246.00262,84.660675,791.52484,993.5697
419,10377.jpg,299.33774,193.38257,884.1749,961.80444
420,10378.jpg,255.71667,243.34479,797.8967,889.4747
421,10379.jpg,279.89612,183.23972,798.49304,933.7346
422,1038.jpg,231.5188,202.69516,824.8557,995.6626
423,10381.jpg,236.7796,157.93292,798.82404,949.64996
424,10382.jpg,233.03911,155.99457,741.5308,953.2922
425,10383.jpg,237.31732,130.54733,794.0546,959.1808
426,10384.jpg,217.09586,269.50394,801.5753,877.0132
427,10385.jpg,303.86133,122.53842,781.5946,989.7302
428,10386.jpg,229.52475,185.4338,749.69824,954.51794
429,10387.jpg,239.82462,155.13141,793.47,952.082
430,10388.jpg,195.94763,200.1824,778.06683,938.5665
431,10389.jpg,222.20361,196.51877,762.13824,990.34607
432,1039.jpg,234.76553,201.85449,777.7213,958.73267
433,10390.jpg,254.5932,123.92514,858.30914,948.99915
434,10391.jpg,266.92413,218.47403,757.51056,889.0929
435,10392.jpg,236.49448,88.33966,823.6564,997.4218
436,10393.jpg,231.1932,145.24234,758.5023,975.5265
437,10394.jpg,310.34787,108.33859,777.0759,951.77246
438,10395.jpg,272.53052,180.70169,775.9889,969.6592
439,10396.jpg,182.42697,171.69882,765.83105,950.0154
440,10397.jpg,207.57498,163.75513,770.6492,950.4586
441,10398.jpg,355.21283,192.69028,880.1414,946.93823
442,10399.jpg,119.6528,263.5105,646.3712,940.9618
443,104.jpg,102.311615,158.39066,772.28015,987.8606
444,1040.jpg,288.98743,177.12747,760.9623,954.0231
445,10400.jpg,241.46765,174.4566,799.7219,907.11224
446,10401.jpg,214.29999,174.56125,808.29565,968.3319
447,10402.jpg,245.77225,150.3342,838.1223,961.7683
448,10403.jpg,190.7767,142.19608,736.7041,968.8401
449,10404.jpg,296.46213,93.28934,760.52344,942.0294
450,10405.jpg,236.64728,235.07391,782.043,886.6967
451,10406.jpg,279.06897,169.922,774.2783,990.3801
452,10407.jpg,259.53586,177.26535,779.91565,914.27527
453,10408.jpg,253.71259,196.4549,798.4013,932.2399
454,10409.jpg,178.31491,118.60028,787.4387,932.2469
455,1041.jpg,185.34,32.01013,790.93884,985.96423
456,10410.jpg,257.20898,95.32785,788.77405,985.1908
457,10411.jpg,258.04895,165.69394,784.265,906.0421
458,10412.jpg,236.74237,125.16046,878.07623,990.87286
459,10413.jpg,214.841,162.37085,808.5411,970.34436
460,10414.jpg,299.13342,289.04712,831.6583,874.6671
461,10415.jpg,185.71146,156.55066,741.2931,949.86755
462,10416.jpg,219.99863,169.27295,756.03894,951.3436
463,10417.jpg,312.22186,247.66885,800.5207,966.6085
464,10418.jpg,248.2042,140.2651,801.8773,916.5453
465,10419.jpg,113.72363,76.76828,678.192,926.02576
466,1042.jpg,286.98975,150.70398,718.9108,880.3573
467,10420.jpg,201.51895,270.21594,761.271,956.63965
468,10421.jpg,283.56796,173.03366,824.0326,985.8334
469,10422.jpg,256.0021,186.78934,797.9269,979.14136
470,10423.jpg,233.44174,144.06924,808.98804,983.04614
471,10424.jpg,218.3658,162.2485,726.62976,993.7396
472,10425.jpg,246.46136,237.79224,876.49677,964.9227
473,10426.jpg,145.54709,132.72104,798.4253,945.17615
474,10427.jpg,223.66766,165.88498,769.9167,977.2423
475,10428.jpg,126.75955,297.98514,670.6196,929.70703
476,10429.jpg,238.2261,233.61874,766.7302,936.24927
477,1043.jpg,177.51077,231.00543,755.5386,930.55304
478,10430.jpg,224.67471,117.525696,763.91235,860.61475
479,10431.jpg,260.8746,202.01434,798.48987,942.773
480,10432.jpg,223.27225,178.25107,810.13904,921.0122
